From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
APC	Q5EEK4	unreviewed	Q5EEK4_HUMAN	Adenomatous polyposisi coli	APC	Homo sapiens (Human)	16
APC	Q7Z2Q8	unreviewed	Q7Z2Q8_HUMAN	APC protein	APC	Homo sapiens (Human)	159
APC	Q9HAW6	unreviewed	Q9HAW6_HUMAN	Adenomatous polyposis coli protein	APC	Homo sapiens (Human)	108
APC	Q9P119	unreviewed	Q9P119_HUMAN	Adenomatosis polyposis coli tumor suppressor	APC	Homo sapiens (Human)	208
APC	Q9UM98	unreviewed	Q9UM98_HUMAN	APC protein	APC	Homo sapiens (Human)	29
APC	R4GMU6	unreviewed	R4GMU6_HUMAN	APC regulator of WNT signaling pathway	APC	Homo sapiens (Human)	2861
APLNR	P35414	reviewed	APJ_HUMAN	Apelin receptor (Angiotensin receptor-like 1) (G-protein coupled receptor APJ) (G-protein coupled receptor HG11)	APLNR AGTRL1 APJ	Homo sapiens (Human)	380
AR	P10275	reviewed	ANDR_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR DHTR NR3C4	Homo sapiens (Human)	920
AR	A0A087WUX9	unreviewed	A0A087WUX9_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	572
AR	A0A087X1B6	unreviewed	A0A087X1B6_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	737
AR	A0A3G2C3P2	unreviewed	A0A3G2C3P2_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	163
AR	A0A6H0MAB3	unreviewed	A0A6H0MAB3_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	95
AR	A0A6H0MAE6	unreviewed	A0A6H0MAE6_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	95
AR	A0A7I2PS51	unreviewed	A0A7I2PS51_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	612
AR	C0JKD5	unreviewed	C0JKD5_HUMAN	Androgen receptor splice variant 4b	AR	Homo sapiens (Human)	647
AR	C0JKD6	unreviewed	C0JKD6_HUMAN	Androgen receptor splice variant 5	AR	Homo sapiens (Human)	682
AR	C0JKD7	unreviewed	C0JKD7_HUMAN	Androgen receptor splice variant 6	AR	Homo sapiens (Human)	643
AR	D2KF13	unreviewed	D2KF13_HUMAN	Androgen receptor variant 5,6,7es	AR	Homo sapiens (Human)	739
AR	D2Y6K2	unreviewed	D2Y6K2_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	920
AR	D3YPP9	unreviewed	D3YPP9_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	920
AR	D3YPQ0	unreviewed	D3YPQ0_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	920
AR	D3YPQ1	unreviewed	D3YPQ1_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	920
AR	D3YPQ2	unreviewed	D3YPQ2_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	920
AR	D3YPQ3	unreviewed	D3YPQ3_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	920
AR	D5M8Q2	unreviewed	D5M8Q2_HUMAN	Mutant androgen receptor isoform 1 transcript variant 1	AR	Homo sapiens (Human)	681
AR	E9PEG3	unreviewed	E9PEG3_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	600
AR	F5GZG9	unreviewed	F5GZG9_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	734
AR	Q13771	unreviewed	Q13771_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	730
AR	Q9UKJ6	unreviewed	Q9UKJ6_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	9
AR	V9GZH8	unreviewed	V9GZH8_HUMAN	AR protein	AR	Homo sapiens (Human)	8
AR	V9TLK5	unreviewed	V9TLK5_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	262
AR	X5DNC5	unreviewed	X5DNC5_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	919
ARAF	P10398	reviewed	ARAF_HUMAN	Serine/threonine-protein kinase A-Raf (EC 2.7.11.1) (Proto-oncogene A-Raf) (Proto-oncogene A-Raf-1) (Proto-oncogene Pks)	ARAF ARAF1 PKS PKS2	Homo sapiens (Human)	606
ARAF	A0A024R178	unreviewed	A0A024R178_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	ARAF hCG_29140	Homo sapiens (Human)	606
ARAF	A0A0S2Z3F2	unreviewed	A0A0S2Z3F2_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	ARAF	Homo sapiens (Human)	611
ARAF	Q96II5	unreviewed	Q96II5_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	ARAF	Homo sapiens (Human)	609
ARHGAP35	Q9NRY4	reviewed	RHG35_HUMAN	Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1) (GRF-1) (Rho GAP p190A) (p190-A)	ARHGAP35 GRF1 GRLF1 KIAA1722 P190A p190ARHOGAP	Homo sapiens (Human)	1499
ARHGAP35	A0A2X0SFV3	unreviewed	A0A2X0SFV3_HUMAN	Rho GTPase-activating protein 35	ARHGAP35	Homo sapiens (Human)	1501
ARID1A	O14497	reviewed	ARI1A_HUMAN	AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (B120) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)	ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1	Homo sapiens (Human)	2285
ARID1A	A0A0S2Q0B1	unreviewed	A0A0S2Q0B1_HUMAN	AT-rich interactive domain-containing protein 1A	ARID1A	Homo sapiens (Human)	2285
ARID1A	A0A1B0GTU5	unreviewed	A0A1B0GTU5_HUMAN	AT-rich interaction domain 1A	ARID1A	Homo sapiens (Human)	1903
ARID1A	A0A1B0GVT5	unreviewed	A0A1B0GVT5_HUMAN	AT-rich interaction domain 1A	ARID1A	Homo sapiens (Human)	206
ARID1A	A4FU79	unreviewed	A4FU79_HUMAN	ARID1A protein	ARID1A	Homo sapiens (Human)	164
ARID1A	C1KEN7	unreviewed	C1KEN7_HUMAN	ARID1A	ARID1A	Homo sapiens (Human)	37
ARID1A	E9PQW6	unreviewed	E9PQW6_HUMAN	AT-rich interaction domain 1A	ARID1A	Homo sapiens (Human)	122
ARID1A	H0Y488	unreviewed	H0Y488_HUMAN	AT-rich interaction domain 1A	ARID1A	Homo sapiens (Human)	1901
ARID1A	H0YCU6	unreviewed	H0YCU6_HUMAN	AT-rich interaction domain 1A	ARID1A	Homo sapiens (Human)	144
ARID1A	H0YEW5	unreviewed	H0YEW5_HUMAN	AT-rich interaction domain 1A	ARID1A	Homo sapiens (Human)	188
ARID1B	Q8NFD5	reviewed	ARI1B_HUMAN	AT-rich interactive domain-containing protein 1B (ARID domain-containing protein 1B) (BRG1-associated factor 250b) (BAF250B) (BRG1-binding protein hELD/OSA1) (Osa homolog 2) (hOsa2) (p250R)	ARID1B BAF250B DAN15 KIAA1235 OSA2	Homo sapiens (Human)	2319
ARID1B	A0A1B0GTE8	unreviewed	A0A1B0GTE8_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	97
ARID1B	A0A1B0GTI6	unreviewed	A0A1B0GTI6_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	312
ARID1B	A0A1B0GTJ8	unreviewed	A0A1B0GTJ8_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	2415
ARID1B	A0A1B0GU09	unreviewed	A0A1B0GU09_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	186
ARID1B	A0A1B0GU65	unreviewed	A0A1B0GU65_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	191
ARID1B	A0A1B0GUC6	unreviewed	A0A1B0GUC6_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	84
ARID1B	A0A1B0GUG2	unreviewed	A0A1B0GUG2_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	97
ARID1B	A0A1B0GV63	unreviewed	A0A1B0GV63_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	1349
ARID1B	A0A1B0GV92	unreviewed	A0A1B0GV92_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	93
ARID1B	A0A1B0GVH0	unreviewed	A0A1B0GVH0_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	96
ARID1B	A0A1B0GVK1	unreviewed	A0A1B0GVK1_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	1539
ARID1B	A0A1B0GWI8	unreviewed	A0A1B0GWI8_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	26
ARID1B	A0A1B0GWJ2	unreviewed	A0A1B0GWJ2_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	1479
ARID1B	A0A3F2YNW7	unreviewed	A0A3F2YNW7_HUMAN	AT-rich interactive domain-containing protein 1B	ARID1B	Homo sapiens (Human)	2332
ARID1B	A0A6I8PTU7	unreviewed	A0A6I8PTU7_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	679
ARID1B	A0A6Q8NVI4	unreviewed	A0A6Q8NVI4_HUMAN	AT-rich interactive domain-containing protein 1B	ARID1B	Homo sapiens (Human)	2372
ARID1B	A0A8J9GB59	unreviewed	A0A8J9GB59_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	1486
ARID1B	H0Y2R3	unreviewed	H0Y2R3_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	727
ARID1B	H0Y3S9	unreviewed	H0Y3S9_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	273
ARID1B	H0Y7H8	unreviewed	H0Y7H8_HUMAN	AT-rich interaction domain 1B	ARID1B	Homo sapiens (Human)	2342
ARID1B	L8EAX2	unreviewed	L8EAX2_HUMAN	Alternative protein ARID1B	ARID1B	Homo sapiens (Human)	103
ARID2	Q68CP9	reviewed	ARID2_HUMAN	AT-rich interactive domain-containing protein 2 (ARID domain-containing protein 2) (BRG1-associated factor 200) (BAF200) (Zinc finger protein with activation potential) (Zipzap/p200)	ARID2 BAF200 KIAA1557	Homo sapiens (Human)	1835
ARID2	A0A087WY37	unreviewed	A0A087WY37_HUMAN	AT-rich interaction domain 2	ARID2	Homo sapiens (Human)	64
ARID2	A0A8V8TP93	unreviewed	A0A8V8TP93_HUMAN	AT-rich interaction domain 2	ARID2	Homo sapiens (Human)	246
ARID2	F8VWP4	unreviewed	F8VWP4_HUMAN	AT-rich interaction domain 2	ARID2	Homo sapiens (Human)	530
ARID2	F8W108	unreviewed	F8W108_HUMAN	AT-rich interaction domain 2	ARID2	Homo sapiens (Human)	1451
ARID2	F8WCU9	unreviewed	F8WCU9_HUMAN	AT rich interactive domain 2 (ARID, RFX-like), isoform CRA_d (AT-rich interaction domain 2)	ARID2 hCG_1998145	Homo sapiens (Human)	1788
ARID2	Q4G0S8	unreviewed	Q4G0S8_HUMAN	ARID2 protein	ARID2	Homo sapiens (Human)	207
ARID2	Q8WV72	unreviewed	Q8WV72_HUMAN	ARID2 protein	ARID2	Homo sapiens (Human)	237
ARID5B	Q14865	reviewed	ARI5B_HUMAN	AT-rich interactive domain-containing protein 5B (ARID domain-containing protein 5B) (MRF1-like protein) (Modulator recognition factor 2) (MRF-2)	ARID5B DESRT MRF2	Homo sapiens (Human)	1188
ARID5B	A0A0B6XJY6	unreviewed	A0A0B6XJY6_HUMAN	AT-rich interactive domain 5B (MRF1-like)	ARID5B	Homo sapiens (Human)	45
ARID5B	A0A2R8Y5F2	unreviewed	A0A2R8Y5F2_HUMAN	AT-rich interaction domain 5B	ARID5B	Homo sapiens (Human)	254
ARID5B	A0A7P0TAD2	unreviewed	A0A7P0TAD2_HUMAN	AT-rich interaction domain 5B	ARID5B	Homo sapiens (Human)	1180
ASXL1	Q8IXJ9	reviewed	ASXL1_HUMAN	Polycomb group protein ASXL1 (Additional sex combs-like protein 1)	ASXL1 KIAA0978	Homo sapiens (Human)	1541
ASXL1	A0A087WWN0	unreviewed	A0A087WWN0_HUMAN	ASXL transcriptional regulator 1	ASXL1	Homo sapiens (Human)	57
ASXL1	A0A2R8Y4U9	unreviewed	A0A2R8Y4U9_HUMAN	ASXL transcriptional regulator 1	ASXL1	Homo sapiens (Human)	85
ASXL1	A0A2R8Y5U1	unreviewed	A0A2R8Y5U1_HUMAN	ASXL transcriptional regulator 1	ASXL1	Homo sapiens (Human)	1480
ASXL1	A0A2R8Y627	unreviewed	A0A2R8Y627_HUMAN	ASXL transcriptional regulator 1	ASXL1	Homo sapiens (Human)	135
ASXL1	A0A2R8Y6F0	unreviewed	A0A2R8Y6F0_HUMAN	ASXL transcriptional regulator 1	ASXL1	Homo sapiens (Human)	75
ASXL1	A0A2R8Y6V0	unreviewed	A0A2R8Y6V0_HUMAN	ASXL transcriptional regulator 1	ASXL1	Homo sapiens (Human)	78
ASXL1	A0A494C1R1	unreviewed	A0A494C1R1_HUMAN	ASXL transcriptional regulator 1	ASXL1	Homo sapiens (Human)	625
ASXL1	H0YJC9	unreviewed	H0YJC9_HUMAN	ASXL transcriptional regulator 1	ASXL1	Homo sapiens (Human)	75
ASXL1	Q498B9	unreviewed	Q498B9_HUMAN	ASXL transcriptional regulator 1 (ASXL1 protein)	ASXL1	Homo sapiens (Human)	85
ASXL1	Q5JWS8	unreviewed	Q5JWS8_HUMAN	ASXL transcriptional regulator 1	ASXL1	Homo sapiens (Human)	81
ASXL1	Q6P1M8	unreviewed	Q6P1M8_HUMAN	ASXL transcriptional regulator 1 (ASXL1 protein)	ASXL1	Homo sapiens (Human)	84
ASXL1	Q76L82	unreviewed	Q76L82_HUMAN	ASXL transcriptional regulator 1 (Additional sex combs like 1 (Drosophila), isoform CRA_d) (Polycomb group protein)	ASXL1 ASXH1 hCG_38816	Homo sapiens (Human)	1536
ASXL2	Q76L83	reviewed	ASXL2_HUMAN	Putative Polycomb group protein ASXL2 (Additional sex combs-like protein 2)	ASXL2 ASXH2 KIAA1685	Homo sapiens (Human)	1435
ASXL2	A0A5F9ZH08	unreviewed	A0A5F9ZH08_HUMAN	ASXL transcriptional regulator 2	ASXL2	Homo sapiens (Human)	92
ASXL2	A0A5F9ZHC8	unreviewed	A0A5F9ZHC8_HUMAN	ASXL transcriptional regulator 2	ASXL2	Homo sapiens (Human)	145
ASXL2	A0A5F9ZHN2	unreviewed	A0A5F9ZHN2_HUMAN	ASXL transcriptional regulator 2	ASXL2	Homo sapiens (Human)	526
ASXL2	E7EWD6	unreviewed	E7EWD6_HUMAN	ASXL transcriptional regulator 2	ASXL2	Homo sapiens (Human)	1434
ATM	Q13315	reviewed	ATM_HUMAN	Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated) (A-T mutated)	ATM	Homo sapiens (Human)	3056
ATM	A0A087X0E9	unreviewed	A0A087X0E9_HUMAN	ATM serine/threonine kinase	ATM	Homo sapiens (Human)	168
ATM	A0A6Q8PH76	unreviewed	A0A6Q8PH76_HUMAN	ATM serine/threonine kinase	ATM	Homo sapiens (Human)	1545
ATM	A0A804HL86	unreviewed	A0A804HL86_HUMAN	ATM serine/threonine kinase	ATM	Homo sapiens (Human)	357
ATM	A0AAA9YI03	unreviewed	A0AAA9YI03_HUMAN	ATM serine/threonine kinase	ATM	Homo sapiens (Human)	168
ATM	A0AAQ5BH05	unreviewed	A0AAQ5BH05_HUMAN	ATM serine/threonine kinase (Ataxia telangiectasia mutated (Includes complementation groups A, C and D), isoform CRA_b)	ATM hCG_38040	Homo sapiens (Human)	1641
ATM	A0AAQ5BH14	unreviewed	A0AAQ5BH14_HUMAN	ATM serine/threonine kinase	ATM	Homo sapiens (Human)	2155
ATM	A0AAQ5BH18	unreviewed	A0AAQ5BH18_HUMAN	ATM serine/threonine kinase	ATM	Homo sapiens (Human)	2912
ATM	A0AAQ5BH23	unreviewed	A0AAQ5BH23_HUMAN	ATM serine/threonine kinase	ATM	Homo sapiens (Human)	2435
ATM	A0AAQ5BH37	unreviewed	A0AAQ5BH37_HUMAN	ATM serine/threonine kinase	ATM	Homo sapiens (Human)	2929
ATM	A8WFP7	unreviewed	A8WFP7_HUMAN	ATM protein	ATM	Homo sapiens (Human)	139
ATM	E2I6F3	unreviewed	E2I6F3_HUMAN	ATM variant (EC 2.7.11.1)	ATM	Homo sapiens (Human)	219
ATM	E9PIN0	unreviewed	E9PIN0_HUMAN	ATM serine/threonine kinase	ATM	Homo sapiens (Human)	1545
ATM	H0YDU7	unreviewed	H0YDU7_HUMAN	ATM serine/threonine kinase	ATM	Homo sapiens (Human)	1486
ATM	H0YEC6	unreviewed	H0YEC6_HUMAN	ATM serine/threonine kinase	ATM	Homo sapiens (Human)	1906
ATM	M0QXY8	unreviewed	M0QXY8_HUMAN	ATM serine/threonine kinase	ATM	Homo sapiens (Human)	135
ATM	Q6P7P1	unreviewed	Q6P7P1_HUMAN	ATM protein (ATM serine/threonine kinase)	ATM	Homo sapiens (Human)	112
ATM	Q8TDS0	unreviewed	Q8TDS0_HUMAN	ATM	ATM	Homo sapiens (Human)	49
ATM	Q8TDS1	unreviewed	Q8TDS1_HUMAN	ATM	ATM	Homo sapiens (Human)	32
ATM	Q8TDS2	unreviewed	Q8TDS2_HUMAN	ATM	ATM	Homo sapiens (Human)	87
ATM	Q96QM9	unreviewed	Q96QM9_HUMAN	ATM protein (Ataxia telangiectasia mutated (Includes complementation groups A, C and D))	ATM	Homo sapiens (Human)	138
ATP6V1B2	P21281	reviewed	VATB2_HUMAN	V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)	ATP6V1B2 ATP6B2 VPP3	Homo sapiens (Human)	511
ATP6V1B2	E5RGH6	unreviewed	E5RGH6_HUMAN	ATPase H+ transporting V1 subunit B2	ATP6V1B2	Homo sapiens (Human)	66
ATP6V1B2	H0YAT8	unreviewed	H0YAT8_HUMAN	ATPase H+ transporting V1 subunit B2	ATP6V1B2	Homo sapiens (Human)	56
ATP6V1B2	H0YC04	unreviewed	H0YC04_HUMAN	ATPase H+ transporting V1 subunit B2	ATP6V1B2	Homo sapiens (Human)	199
ATP6V1B2	H0YC45	unreviewed	H0YC45_HUMAN	ATPase H+ transporting V1 subunit B2	ATP6V1B2	Homo sapiens (Human)	49
ATR	P20848	reviewed	A1ATR_HUMAN	Alpha-1-antitrypsin-related protein (AAT-related protein) (Protease inhibitor 1-like) (Serpin A2)	SERPINA2 ARGS ATR PIL SERPINA2P	Homo sapiens (Human)	421
ATR	Q13535	reviewed	ATR_HUMAN	Serine/threonine-protein kinase ATR (EC 2.7.11.1) (Ataxia telangiectasia and Rad3-related protein) (FRAP-related protein 1)	ATR FRP1	Homo sapiens (Human)	2644
ATR	Q9H6X2	reviewed	ANTR1_HUMAN	Anthrax toxin receptor 1 (Tumor endothelial marker 8)	ANTXR1 ATR TEM8	Homo sapiens (Human)	564
ATR	A0A590UJ01	unreviewed	A0A590UJ01_HUMAN	Serine/threonine-protein kinase ATR (EC 2.7.11.1)	ATR	Homo sapiens (Human)	2193
ATR	D6RFJ6	unreviewed	D6RFJ6_HUMAN	ATR serine/threonine kinase	ATR	Homo sapiens (Human)	100
ATR	D6RIG7	unreviewed	D6RIG7_HUMAN	ATR serine/threonine kinase	ATR	Homo sapiens (Human)	115
ATR	H0Y8R8	unreviewed	H0Y8R8_HUMAN	ATR serine/threonine kinase	ATR	Homo sapiens (Human)	39
ATRX	P46100	reviewed	ATRX_HUMAN	Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)	ATRX RAD54L XH2	Homo sapiens (Human)	2492
ATRX	A0A067XLH7	unreviewed	A0A067XLH7_HUMAN	Transcriptional regulator ATRX (ATP-dependent helicase ATRX) (X-linked nuclear protein)	ATRX	Homo sapiens (Human)	36
ATRX	A0A068A230	unreviewed	A0A068A230_HUMAN	Transcriptional regulator ATRX (ATP-dependent helicase ATRX) (X-linked nuclear protein)	ATRX	Homo sapiens (Human)	121
ATRX	A0A068A261	unreviewed	A0A068A261_HUMAN	Alpha thalassemia/mental retardation syndrome X-linked protein	ATRX	Homo sapiens (Human)	22
ATRX	A0A087WWG0	unreviewed	A0A087WWG0_HUMAN	Transcriptional regulator ATRX (ATP-dependent helicase ATRX) (X-linked nuclear protein)	ATRX	Homo sapiens (Human)	164
ATRX	A0A096LNL6	unreviewed	A0A096LNL6_HUMAN	Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked nuclear protein)	ATRX	Homo sapiens (Human)	198
ATRX	A0A096LNL7	unreviewed	A0A096LNL7_HUMAN	Transcriptional regulator ATRX (ATP-dependent helicase ATRX) (X-linked nuclear protein)	ATRX	Homo sapiens (Human)	108
ATRX	A0A096LNL9	unreviewed	A0A096LNL9_HUMAN	Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked nuclear protein)	ATRX	Homo sapiens (Human)	1351
ATRX	A0A096LNN3	unreviewed	A0A096LNN3_HUMAN	Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked nuclear protein)	ATRX	Homo sapiens (Human)	528
ATRX	A0A096LNR8	unreviewed	A0A096LNR8_HUMAN	Transcriptional regulator ATRX (ATP-dependent helicase ATRX) (X-linked nuclear protein)	ATRX	Homo sapiens (Human)	66
ATRX	A0A096LNW1	unreviewed	A0A096LNW1_HUMAN	Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked nuclear protein)	ATRX	Homo sapiens (Human)	954
ATRX	A0A096LNX6	unreviewed	A0A096LNX6_HUMAN	ATRX chromatin remodeler	ATRX	Homo sapiens (Human)	175
ATRX	A0A096LP59	unreviewed	A0A096LP59_HUMAN	Transcriptional regulator ATRX (ATP-dependent helicase ATRX) (X-linked nuclear protein)	ATRX	Homo sapiens (Human)	293
ATRX	A0A096LPG6	unreviewed	A0A096LPG6_HUMAN	ATRX chromatin remodeler	ATRX	Homo sapiens (Human)	47
ATRX	A0A6Q8PHA4	unreviewed	A0A6Q8PHA4_HUMAN	ATRX chromatin remodeler	ATRX	Homo sapiens (Human)	858
ATRX	A4LAA3	unreviewed	A4LAA3_HUMAN	Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked nuclear protein)	ATRX	Homo sapiens (Human)	2492
ATRX	H0Y3T0	unreviewed	H0Y3T0_HUMAN	ATRX chromatin remodeler	ATRX	Homo sapiens (Human)	198
ATRX	L8E6W5	unreviewed	L8E6W5_HUMAN	Alternative protein ATRX	ATRX	Homo sapiens (Human)	58
ATRX	L8E8D0	unreviewed	L8E8D0_HUMAN	Alternative protein ATRX	ATRX	Homo sapiens (Human)	91
ATRX	Q5H9A3	unreviewed	Q5H9A3_HUMAN	Transcriptional regulator ATRX (ATP-dependent helicase ATRX) (X-linked nuclear protein)	ATRX RP5-875J14.1-004	Homo sapiens (Human)	126
ATRX	Q5JX93	unreviewed	Q5JX93_HUMAN	Alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae)	ATRX RP5-875J14.1-007	Homo sapiens (Human)	159
ATRX	Q86U63	unreviewed	Q86U63_HUMAN	Transcriptional regulator ATRX (ATP-dependent helicase ATRX) (X-linked nuclear protein)	ATRX	Homo sapiens (Human)	90
AURKA	O14965	reviewed	AURKA_HUMAN	Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (Breast tumor-amplified kinase) (Ipl1- and aurora-related kinase 1) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase Ayk1) (Serine/threonine-protein kinase aurora-A)	AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6	Homo sapiens (Human)	403
AURKA	A3KFJ0	unreviewed	A3KFJ0_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKA	Homo sapiens (Human)	347
AURKA	A3KFJ1	unreviewed	A3KFJ1_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKA	Homo sapiens (Human)	188
AURKA	A3KFJ2	unreviewed	A3KFJ2_HUMAN	Aurora kinase A	AURKA	Homo sapiens (Human)	79
AURKA	Q5QPD1	unreviewed	Q5QPD1_HUMAN	Aurora kinase A	AURKA	Homo sapiens (Human)	106
AURKA	Q5QPD2	unreviewed	Q5QPD2_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKA	Homo sapiens (Human)	146
AURKA	Q5QPD4	unreviewed	Q5QPD4_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKA	Homo sapiens (Human)	271
AURKB	Q96GD4	reviewed	AURKB_HUMAN	Aurora kinase B (EC 2.7.11.1) (Aurora 1) (Aurora- and IPL1-like midbody-associated protein 1) (AIM-1) (Aurora/IPL1-related kinase 2) (ARK-2) (Aurora-related kinase 2) (STK-1) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase 5) (Serine/threonine-protein kinase aurora-B)	AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5	Homo sapiens (Human)	344
AURKB	J3KRF8	unreviewed	J3KRF8_HUMAN	Aurora kinase B	AURKB	Homo sapiens (Human)	123
AURKB	J3KRJ2	unreviewed	J3KRJ2_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKB	Homo sapiens (Human)	69
AURKB	J3KT86	unreviewed	J3KT86_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKB	Homo sapiens (Human)	242
AURKB	J3KTD6	unreviewed	J3KTD6_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKB	Homo sapiens (Human)	228
AURKB	J3QLN8	unreviewed	J3QLN8_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKB	Homo sapiens (Human)	230
AURKB	J3QR41	unreviewed	J3QR41_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKB	Homo sapiens (Human)	172
AXIN1	O15169	reviewed	AXIN1_HUMAN	Axin-1 (Axis inhibition protein 1) (hAxin)	AXIN1 AXIN	Homo sapiens (Human)	862
AXIN1	A0A0S2Z4M1	unreviewed	A0A0S2Z4M1_HUMAN	Axin-1 (Axis inhibition protein 1)	AXIN1	Homo sapiens (Human)	779
AXIN1	A0A0S2Z4R0	unreviewed	A0A0S2Z4R0_HUMAN	Axin-1 (Axis inhibition protein 1)	AXIN1 hCG_1984103	Homo sapiens (Human)	862
