sgrna	gene	S1	S2	S3_5	B1	B2	B3	B4	B5	M1	M2	M3_5	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3
gRNA_6833	Map2k1	1039.0	657.0	1352.0	497.0	212.0	582.0	130.0	539.0	168.0	218.0	0.0	73.0	199.0	11.0	3.0	484.0	215.0	73.0	142.0	84.0
gRNA_6834	Map2k1	155.0	44.0	650.0	74.0	37.0	703.0	134.0	2.0	24.0	0.0	0.0	55.0	101.0	11.0	2.0	200.0	255.0	7.0	283.0	241.0
gRNA_6835	Map2k1	345.0	401.0	1094.0	259.0	9.0	940.0	147.0	152.0	19.0	1.0	0.0	8.0	57.0	7.0	6.0	673.0	224.0	4.0	209.0	123.0
gRNA_6837	Map2k1	81.0	159.0	0.0	29.0	75.0	0.0	3.0	0.0	0.0	0.0	0.0	68.0	43.0	7.0	9.0	67.0	37.0	1.0	213.0	31.0
gRNA_6841	Map2k1	210.0	43.0	189.0	150.0	6.0	204.0	9.0	0.0	4.0	23.0	0.0	20.0	231.0	23.0	1.0	111.0	104.0	5.0	20.0	31.0
gRNA_6842	Map2k1	1026.0	954.0	1050.0	396.0	94.0	1438.0	951.0	847.0	77.0	8.0	181.0	1.0	0.0	1.0	1.0	1408.0	678.0	15.0	720.0	776.0
gRNA_6848	Map2k2	219.0	558.0	79.0	879.0	89.0	59.0	320.0	10475.0	790.0	2.0	6.0	195.0	132.0	17.0	3.0	498.0	450.0	12.0	346.0	216.0
gRNA_6849	Map2k2	2426.0	3188.0	1473.0	1297.0	632.0	965.0	469.0	22961.0	2013.0	1857.0	1830.0	183.0	510.0	61.0	12.0	1435.0	590.0	14.0	861.0	531.0
gRNA_6888	Map2k4	1595.0	568.0	208.0	556.0	109.0	60.0	343.0	3.0	10.0	3.0	8.0	0.0	1.0	0.0	2.0	58.0	7.0	0.0	6.0	10.0
gRNA_6889	Map2k4	401.0	1027.0	116.0	452.0	11.0	518.0	79.0	896.0	79.0	1548.0	5.0	0.0	0.0	1.0	1.0	84.0	2.0	2.0	6.0	10.0
gRNA_6890	Map2k4	501.0	1812.0	380.0	320.0	347.0	237.0	236.0	2367.0	313.0	7553.0	135.0	16.0	28.0	1.0	0.0	159.0	10.0	1.0	9.0	11.0
gRNA_6894	Map2k4	209.0	497.0	254.0	475.0	17.0	589.0	55.0	6317.0	530.0	42.0	15441.0	38.0	8.0	21.0	27.0	143.0	14.0	6.0	23.0	34.0
gRNA_6895	Map2k4	1580.0	1094.0	442.0	946.0	69.0	130.0	381.0	1554.0	276.0	51.0	164.0	31.0	135.0	14.0	2.0	26.0	5.0	0.0	23.0	7.0
gRNA_6912	Map3k1	1148.0	43.0	573.0	1872.0	89.0	851.0	205.0	2888.0	322.0	5.0	1.0	106.0	104.0	11.0	2.0	2341.0	722.0	11.0	821.0	597.0
gRNA_6913	Map3k1	2134.0	866.0	1719.0	2130.0	205.0	679.0	1090.0	330.0	425.0	12.0	6.0	103.0	240.0	15.0	5.0	1490.0	464.0	12.0	506.0	348.0
gRNA_6914	Map3k1	479.0	943.0	1439.0	1908.0	216.0	533.0	196.0	408.0	48.0	123.0	0.0	28.0	100.0	11.0	4.0	1363.0	837.0	11.0	1134.0	586.0
gRNA_6915	Map3k1	1261.0	1038.0	778.0	556.0	453.0	359.0	348.0	218.0	26.0	73.0	423.0	6.0	50.0	5.0	3.0	1468.0	599.0	11.0	696.0	897.0
gRNA_6992	Max	697.0	306.0	686.0	169.0	190.0	246.0	4375.0	896.0	174.0	355.0	24.0	85.0	174.0	17.0	1.0	1259.0	856.0	24.0	968.0	641.0
gRNA_7029	Med12	852.0	2635.0	2368.0	1298.0	221.0	392.0	875.0	6239.0	465.0	99.0	35.0	111.0	107.0	10.0	2.0	254.0	52.0	4.0	74.0	94.0
gRNA_7143	Met	541.0	655.0	2948.0	44.0	27.0	336.0	565.0	294.0	29.0	49.0	0.0	55.0	176.0	24.0	1.0	84.0	95.0	2.0	56.0	42.0
gRNA_7144	Met	435.0	350.0	318.0	337.0	248.0	160.0	249.0	13.0	35.0	194.0	1.0	33.0	90.0	4.0	0.0	190.0	97.0	1.0	26.0	88.0
gRNA_7148	Met	889.0	1853.0	2887.0	848.0	446.0	2041.0	321.0	5.0	158.0	123.0	130.0	188.0	252.0	24.0	4.0	1436.0	673.0	12.0	559.0	694.0
gRNA_7150	Met	2510.0	2552.0	1279.0	1500.0	308.0	236.0	557.0	157.0	4687.0	168.0	160.0	46.0	155.0	17.0	4.0	1488.0	417.0	11.0	284.0	489.0
gRNA_7152	Met	375.0	337.0	629.0	804.0	99.0	266.0	989.0	3485.0	306.0	57.0	207.0	0.0	1.0	1.0	0.0	258.0	47.0	1.0	26.0	72.0
gRNA_7170	Mga	239.0	578.0	471.0	105.0	82.0	332.0	3426.0	168.0	19.0	1885.0	447.0	0.0	2.0	1.0	2.0	1243.0	575.0	13.0	692.0	638.0
gRNA_7171	Mga	885.0	1808.0	2277.0	456.0	726.0	2590.0	805.0	825.0	834.0	429.0	2.0	97.0	206.0	22.0	3.0	759.0	671.0	17.0	477.0	335.0
gRNA_7188	Mga	701.0	1119.0	863.0	576.0	258.0	2242.0	842.0	58.0	19.0	22.0	21.0	9.0	26.0	2.0	6.0	417.0	80.0	3.0	86.0	165.0
gRNA_7203	Mga	969.0	893.0	2098.0	464.0	238.0	3026.0	1494.0	383.0	106.0	724.0	148.0	81.0	52.0	6.0	9.0	1039.0	297.0	13.0	348.0	192.0
gRNA_7204	Mga	643.0	400.0	341.0	267.0	165.0	49.0	90.0	16.0	6.0	171.0	0.0	114.0	204.0	28.0	3.0	861.0	433.0	8.0	239.0	138.0
gRNA_7205	Mga	1155.0	1676.0	2086.0	891.0	165.0	1443.0	8448.0	141.0	87.0	15.0	175.0	29.0	41.0	3.0	3.0	1467.0	783.0	16.0	517.0	468.0
gRNA_7214	Mitf	1348.0	395.0	184.0	778.0	100.0	51.0	83.0	83.0	15.0	95.0	1.0	211.0	421.0	48.0	3.0	610.0	103.0	1.0	89.0	82.0
gRNA_7264	Mlh1	2714.0	1196.0	1105.0	602.0	290.0	584.0	314.0	240.0	89.0	39.0	9.0	95.0	254.0	20.0	2.0	494.0	110.0	3.0	105.0	121.0
gRNA_7308	Msh3	234.0	21.0	685.0	44.0	258.0	686.0	168.0	1607.0	129.0	1.0	0.0	70.0	133.0	15.0	2.0	257.0	131.0	1.0	100.0	91.0
gRNA_7309	Msh3	808.0	1971.0	224.0	156.0	1478.0	76.0	59.0	77.0	10.0	201.0	239.0	174.0	84.0	6.0	1.0	332.0	193.0	4.0	97.0	46.0
gRNA_7310	Msh3	2055.0	1570.0	2814.0	2424.0	789.0	1664.0	482.0	482.0	100.0	183.0	25.0	34.0	199.0	13.0	2.0	432.0	188.0	4.0	158.0	135.0
gRNA_7384	Mtor	2366.0	507.0	648.0	395.0	240.0	164.0	421.0	384.0	45.0	123.0	1241.0	67.0	43.0	4.0	4.0	246.0	147.0	7.0	59.0	81.0
gRNA_7392	Mtor	606.0	1386.0	1252.0	433.0	247.0	821.0	122.0	71.0	13.0	127.0	84.0	301.0	229.0	22.0	5.0	705.0	100.0	9.0	198.0	109.0
gRNA_7393	Mtor	952.0	543.0	147.0	786.0	74.0	88.0	4.0	1.0	10.0	17.0	1.0	35.0	18.0	1.0	2.0	596.0	110.0	4.0	44.0	56.0
gRNA_7428	Mtor	353.0	339.0	41.0	66.0	2.0	41.0	60.0	122.0	6.0	4.0	0.0	355.0	97.0	23.0	0.0	405.0	211.0	5.0	143.0	146.0
gRNA_7429	Mtor	112.0	733.0	45.0	437.0	153.0	147.0	77.0	13.0	3.0	0.0	0.0	79.0	158.0	17.0	0.0	61.0	124.0	4.0	64.0	95.0
gRNA_7430	Mtor	305.0	658.0	338.0	297.0	412.0	676.0	48.0	102.0	10.0	279.0	832.0	50.0	182.0	23.0	1.0	197.0	68.0	9.0	198.0	77.0
gRNA_7467	Mtor	538.0	1012.0	282.0	600.0	189.0	418.0	106.0	64.0	23.0	66.0	0.0	217.0	236.0	18.0	2.0	368.0	105.0	17.0	117.0	56.0
gRNA_7468	Mtor	1368.0	1087.0	1067.0	1733.0	336.0	765.0	3267.0	1940.0	339.0	75.0	1.0	164.0	33.0	10.0	11.0	536.0	231.0	17.0	126.0	217.0
gRNA_7473	Mtor	6731.0	3972.0	9122.0	4447.0	990.0	5907.0	1334.0	5277.0	515.0	84.0	16303.0	67.0	34.0	19.0	31.0	883.0	257.0	36.0	275.0	305.0
gRNA_7478	Mtor	1555.0	726.0	808.0	820.0	90.0	1018.0	240.0	6453.0	487.0	89.0	152.0	49.0	136.0	15.0	5.0	881.0	219.0	161.0	461.0	389.0
gRNA_7479	Mtor	1525.0	331.0	1027.0	427.0	184.0	319.0	298.0	1501.0	149.0	82.0	157.0	28.0	27.0	2.0	1.0	1251.0	593.0	18.0	388.0	440.0
gRNA_7481	Myc	63.0	200.0	99.0	68.0	56.0	5.0	14.0	2.0	1.0	7.0	2799.0	70.0	120.0	17.0	3.0	61.0	8.0	3.0	36.0	8.0
gRNA_7482	Myc	1450.0	619.0	917.0	407.0	359.0	1565.0	215.0	49.0	11.0	2059.0	4.0	33.0	73.0	3.0	4.0	528.0	233.0	7.0	241.0	259.0
gRNA_7509	Myd88	2122.0	1915.0	2287.0	2175.0	620.0	668.0	3116.0	4965.0	383.0	379.0	50.0	38.0	94.0	12.0	3.0	975.0	698.0	14.0	199.0	498.0
gRNA_7510	Myd88	1406.0	2057.0	1491.0	2539.0	1263.0	1406.0	2711.0	1560.0	688.0	1268.0	1382.0	31.0	149.0	28.0	4.0	435.0	94.0	1.0	173.0	171.0
gRNA_7511	Myd88	124.0	75.0	65.0	347.0	112.0	239.0	766.0	2690.0	191.0	50.0	117.0	60.0	75.0	12.0	11.0	127.0	63.0	18.0	78.0	81.0
gRNA_7512	Myd88	928.0	1744.0	1460.0	494.0	431.0	641.0	178.0	95.0	16.0	97.0	395.0	114.0	99.0	25.0	3.0	420.0	298.0	26.0	273.0	199.0
gRNA_7513	Myd88	1642.0	1129.0	1879.0	936.0	983.0	2453.0	823.0	425.0	407.0	967.0	462.0	86.0	119.0	16.0	7.0	978.0	726.0	19.0	681.0	736.0
gRNA_7514	Myd88	636.0	545.0	220.0	84.0	74.0	165.0	1167.0	29.0	21.0	77.0	8.0	37.0	91.0	13.0	0.0	914.0	339.0	8.0	394.0	146.0
gRNA_7557	Ncoa3	84.0	601.0	434.0	218.0	466.0	128.0	15.0	10.0	4.0	79.0	1.0	23.0	139.0	21.0	13.0	849.0	563.0	12.0	396.0	273.0
gRNA_7558	Ncoa3	1331.0	896.0	407.0	742.0	267.0	122.0	50.0	1501.0	105.0	1716.0	9.0	10.0	3.0	0.0	1.0	243.0	102.0	1.0	66.0	35.0
gRNA_7602	Ncor1	838.0	654.0	990.0	204.0	300.0	767.0	208.0	3.0	7.0	52.0	58.0	45.0	70.0	12.0	2.0	136.0	20.0	1.0	35.0	47.0
gRNA_7627	Negr1	208.0	295.0	326.0	404.0	50.0	117.0	238.0	66.0	11.0	68.0	0.0	60.0	82.0	6.0	0.0	904.0	328.0	18.0	181.0	349.0
gRNA_7664	Nf1	1658.0	1223.0	2263.0	1425.0	252.0	950.0	1260.0	5978.0	499.0	67.0	135.0	60.0	191.0	52.0	5.0	1003.0	804.0	17.0	657.0	725.0
gRNA_7667	Nf1	2297.0	1322.0	2073.0	3751.0	256.0	4818.0	731.0	76.0	89.0	663.0	11.0	81.0	218.0	23.0	9.0	234.0	26.0	3.0	32.0	18.0
gRNA_7683	Nf1	288.0	297.0	152.0	686.0	73.0	38.0	359.0	6.0	3.0	0.0	1.0	92.0	46.0	5.0	2.0	733.0	213.0	5.0	113.0	215.0
gRNA_7684	Nf1	941.0	3044.0	2002.0	1170.0	354.0	6406.0	1059.0	89.0	30.0	29.0	135.0	129.0	181.0	14.0	7.0	1214.0	436.0	17.0	404.0	660.0
gRNA_7765	Nf1	810.0	589.0	399.0	1019.0	45.0	300.0	742.0	61.0	27.0	0.0	2.0	3.0	44.0	3.0	0.0	78.0	7.0	0.0	760.0	26.0
gRNA_7787	Nf2	1740.0	1787.0	1334.0	1352.0	745.0	864.0	837.0	85.0	45.0	361.0	1177.0	366.0	639.0	70.0	39.0	680.0	233.0	11.0	139.0	114.0
gRNA_7812	Nfe2	14.0	50.0	11.0	0.0	1.0	0.0	0.0	19.0	2.0	391.0	0.0	0.0	0.0	0.0	0.0	50.0	7.0	0.0	9.0	6.0
gRNA_7813	Nfe2	525.0	693.0	28.0	405.0	369.0	10.0	144.0	35.0	13.0	42.0	0.0	226.0	317.0	28.0	1.0	1152.0	462.0	21.0	520.0	522.0
gRNA_7814	Nfe2	404.0	650.0	398.0	120.0	506.0	398.0	230.0	365.0	32.0	3.0	1.0	50.0	402.0	36.0	2.0	279.0	28.0	2.0	111.0	119.0
gRNA_7815	Nfe2l2	7746.0	10137.0	5061.0	13111.0	5256.0	10721.0	3000.0	3626.0	653.0	29169.0	21805.0	130.0	96.0	35.0	47.0	1268.0	707.0	68.0	537.0	669.0
gRNA_7816	Nfe2l2	1303.0	639.0	586.0	1909.0	357.0	181.0	274.0	435.0	72.0	890.0	11.0	114.0	134.0	9.0	1.0	1032.0	461.0	14.0	330.0	258.0
gRNA_7822	Nfe2l2	708.0	1055.0	379.0	1831.0	369.0	714.0	581.0	341.0	59.0	0.0	37.0	225.0	393.0	35.0	2.0	226.0	81.0	3.0	38.0	107.0
gRNA_7823	Nfe2l2	757.0	1021.0	1104.0	2309.0	391.0	356.0	190.0	2.0	141.0	71.0	12.0	282.0	688.0	65.0	9.0	641.0	216.0	8.0	127.0	61.0
gRNA_7826	Nfe2l2	4166.0	3523.0	3858.0	2455.0	326.0	1677.0	1999.0	60.0	50.0	185.0	8.0	56.0	56.0	6.0	10.0	596.0	182.0	4.0	173.0	129.0
gRNA_7827	Nfe2l2	1817.0	1558.0	700.0	4645.0	285.0	399.0	1604.0	1557.0	179.0	957.0	107.0	23.0	2.0	2.0	2.0	1197.0	772.0	21.0	316.0	524.0
gRNA_7828	Nfe2l2	2630.0	2758.0	657.0	3227.0	238.0	210.0	244.0	551.0	211.0	425.0	501.0	34.0	61.0	4.0	6.0	979.0	337.0	8.0	299.0	455.0
gRNA_7829	Nfe2l2	1150.0	1088.0	2229.0	1973.0	402.0	545.0	894.0	187.0	56.0	219.0	117.0	156.0	176.0	28.0	3.0	642.0	389.0	8.0	119.0	109.0
gRNA_7839	Nkx2-1	506.0	1259.0	62.0	779.0	634.0	169.0	37.0	167.0	139.0	102.0	124.0	144.0	176.0	21.0	1.0	840.0	285.0	6.0	580.0	321.0
gRNA_7843	Nkx2-1	932.0	1265.0	911.0	1552.0	27.0	646.0	9.0	0.0	797.0	8.0	3.0	144.0	215.0	15.0	1.0	447.0	343.0	6.0	124.0	72.0
gRNA_7873	Nkx3-1	2087.0	4337.0	2140.0	1746.0	1552.0	3538.0	1455.0	811.0	97.0	640.0	54.0	279.0	252.0	37.0	14.0	4712.0	2207.0	232.0	3727.0	2650.0
gRNA_7885	Notch1	8089.0	2166.0	1190.0	9294.0	552.0	326.0	3261.0	275.0	148.0	4451.0	286.0	97.0	134.0	10.0	6.0	2450.0	991.0	28.0	939.0	761.0
gRNA_7886	Notch1	211.0	531.0	884.0	170.0	81.0	323.0	392.0	314.0	27.0	498.0	1.0	10.0	5.0	2.0	2.0	558.0	454.0	16.0	409.0	330.0
gRNA_7901	Notch1	911.0	3402.0	2214.0	746.0	392.0	1923.0	710.0	5800.0	475.0	827.0	14.0	164.0	211.0	25.0	7.0	2475.0	2038.0	78.0	1319.0	1415.0
gRNA_7902	Notch1	1220.0	1437.0	1149.0	911.0	826.0	794.0	2253.0	299.0	354.0	309.0	172.0	162.0	220.0	16.0	6.0	1978.0	857.0	37.0	1249.0	841.0
gRNA_7917	Notch1	1442.0	280.0	553.0	1516.0	288.0	210.0	93.0	4289.0	333.0	8.0	68.0	233.0	281.0	26.0	4.0	1906.0	794.0	24.0	1011.0	542.0
gRNA_7918	Notch1	616.0	969.0	1330.0	1755.0	260.0	1588.0	1187.0	1652.0	156.0	15.0	2.0	157.0	164.0	16.0	7.0	837.0	303.0	5.0	297.0	275.0
gRNA_7919	Notch1	771.0	1758.0	1186.0	2092.0	369.0	1111.0	310.0	5923.0	509.0	413.0	138.0	114.0	311.0	23.0	5.0	1737.0	796.0	25.0	332.0	436.0
gRNA_7935	Notch1	3012.0	1872.0	3650.0	2591.0	558.0	1130.0	2329.0	785.0	292.0	639.0	90.0	133.0	151.0	12.0	5.0	1211.0	571.0	19.0	507.0	248.0
gRNA_7956	Notch1	1624.0	1780.0	719.0	1994.0	1562.0	1348.0	65.0	33.0	32.0	559.0	381.0	218.0	519.0	50.0	6.0	2720.0	881.0	25.0	1281.0	1146.0
gRNA_8028	Notch2	5115.0	4934.0	6814.0	4201.0	1112.0	13803.0	1029.0	11314.0	1092.0	350.0	368.0	378.0	467.0	39.0	24.0	2634.0	1134.0	65.0	852.0	973.0
gRNA_8198	Notch3	421.0	578.0	608.0	282.0	368.0	1118.0	363.0	347.0	38.0	63.0	132.0	165.0	350.0	25.0	3.0	638.0	228.0	17.0	73.0	181.0
gRNA_8216	Npm1	1642.0	1783.0	1430.0	3473.0	139.0	1755.0	516.0	194.0	67.0	174.0	124.0	4.0	37.0	2.0	3.0	246.0	121.0	3.0	142.0	164.0
gRNA_8217	Nras	2556.0	3899.0	5018.0	791.0	677.0	1891.0	2345.0	1134.0	121.0	179.0	35.0	75.0	129.0	18.0	6.0	2607.0	868.0	27.0	849.0	743.0
gRNA_8225	Nras	1419.0	885.0	608.0	2235.0	697.0	532.0	222.0	1106.0	113.0	214.0	113.0	174.0	59.0	21.0	5.0	614.0	289.0	10.0	526.0	422.0
gRNA_8226	Nsd1	1548.0	1553.0	673.0	242.0	459.0	3838.0	1407.0	254.0	21.0	90.0	24.0	122.0	86.0	57.0	6.0	1294.0	369.0	16.0	400.0	381.0
gRNA_8227	Nsd1	185.0	558.0	750.0	672.0	213.0	1509.0	165.0	1.0	7.0	48.0	412.0	236.0	478.0	52.0	8.0	389.0	104.0	5.0	57.0	86.0
gRNA_8228	Nsd1	1680.0	78.0	1556.0	1004.0	109.0	554.0	395.0	5.0	101.0	137.0	121.0	85.0	161.0	20.0	1.0	1422.0	392.0	15.0	566.0	293.0
gRNA_8241	Nsd1	1215.0	2843.0	687.0	1122.0	539.0	3736.0	658.0	1818.0	151.0	61.0	16.0	304.0	398.0	49.0	7.0	129.0	17.0	3.0	31.0	19.0
gRNA_8302	Ntrk2	1294.0	3504.0	530.0	964.0	775.0	325.0	111.0	106.0	31.0	26059.0	321.0	55.0	118.0	16.0	11.0	569.0	197.0	10.0	189.0	136.0
gRNA_8366	Ntrk3	607.0	932.0	726.0	501.0	85.0	984.0	88.0	13.0	19.0	5019.0	29.0	52.0	104.0	12.0	7.0	594.0	131.0	21.0	204.0	449.0
gRNA_8367	Ntrk3	538.0	264.0	755.0	1215.0	75.0	5006.0	429.0	217.0	172.0	12.0	32.0	6.0	98.0	8.0	7.0	648.0	198.0	6.0	80.0	308.0
gRNA_8409	Ntrk3	1233.0	1976.0	822.0	617.0	442.0	486.0	202.0	2277.0	233.0	196.0	61.0	73.0	82.0	11.0	4.0	464.0	121.0	4.0	231.0	116.0
gRNA_8410	Ntrk3	2015.0	502.0	833.0	1926.0	309.0	720.0	602.0	9606.0	1067.0	29.0	6599.0	8.0	44.0	9.0	10.0	428.0	184.0	12.0	429.0	220.0
gRNA_8493	Pax5	6778.0	1334.0	8535.0	2742.0	892.0	1785.0	18353.0	2367.0	266.0	1415.0	3018.0	222.0	235.0	40.0	20.0	1182.0	693.0	19.0	463.0	377.0
gRNA_8494	Pax5	6897.0	18806.0	6252.0	5495.0	2693.0	4454.0	12720.0	4562.0	476.0	16183.0	208.0	258.0	80.0	17.0	17.0	851.0	313.0	25.0	360.0	195.0
gRNA_8513	Pax5	3674.0	10732.0	5660.0	4911.0	360.0	683.0	3613.0	1225.0	190.0	16448.0	255.0	52.0	73.0	13.0	5.0	339.0	27.0	8.0	76.0	71.0
gRNA_8569	Pdgfra	3576.0	1852.0	3048.0	780.0	805.0	719.0	742.0	204.0	41.0	95.0	148.0	1.0	0.0	0.0	3.0	1579.0	767.0	23.0	1106.0	736.0
gRNA_8650	Pdgfrb	1404.0	4474.0	2399.0	2172.0	706.0	3419.0	569.0	6305.0	461.0	163.0	179.0	471.0	550.0	56.0	6.0	2108.0	1186.0	27.0	885.0	625.0
gRNA_8651	Pdgfrb	106.0	608.0	179.0	141.0	124.0	10.0	903.0	13.0	80.0	1.0	2.0	0.0	1.0	0.0	2.0	492.0	108.0	3.0	486.0	53.0
gRNA_8652	Pdgfrb	356.0	370.0	469.0	757.0	222.0	274.0	17.0	267.0	31.0	1.0	209.0	218.0	269.0	22.0	5.0	625.0	339.0	11.0	256.0	407.0
gRNA_8668	Pdgfrb	1382.0	2089.0	1368.0	1161.0	135.0	1306.0	565.0	172.0	23.0	83.0	90.0	36.0	391.0	37.0	4.0	846.0	265.0	1.0	235.0	401.0
gRNA_8672	Pdgfrb	2672.0	1297.0	1538.0	1800.0	129.0	2993.0	1663.0	1649.0	138.0	34.0	19496.0	19.0	9.0	24.0	30.0	1979.0	925.0	41.0	596.0	522.0
gRNA_8673	Pdgfrb	4559.0	1099.0	1262.0	4635.0	317.0	360.0	363.0	1565.0	185.0	1.0	11.0	41.0	54.0	7.0	2.0	657.0	260.0	6.0	297.0	459.0
gRNA_8695	Phf6	146.0	790.0	1043.0	147.0	108.0	95.0	103.0	191.0	26.0	0.0	68.0	85.0	287.0	29.0	6.0	276.0	79.0	3.0	49.0	67.0
gRNA_8696	Phf6	623.0	532.0	888.0	177.0	262.0	258.0	319.0	527.0	34.0	36.0	0.0	89.0	166.0	20.0	7.0	942.0	297.0	13.0	287.0	409.0
gRNA_8699	Phf6	235.0	68.0	699.0	3.0	60.0	267.0	223.0	158.0	11.0	19.0	106.0	72.0	69.0	4.0	1.0	204.0	107.0	6.0	56.0	110.0
gRNA_8775	Pik3ca	675.0	1073.0	2404.0	2490.0	480.0	1113.0	2510.0	250.0	38.0	95.0	28148.0	326.0	276.0	88.0	30.0	548.0	188.0	25.0	231.0	146.0
gRNA_8782	Pik3ca	3588.0	3702.0	2521.0	3450.0	250.0	2438.0	1265.0	943.0	134.0	121.0	5276.0	101.0	94.0	19.0	12.0	337.0	49.0	9.0	38.0	45.0
gRNA_8783	Pik3ca	901.0	3869.0	1487.0	349.0	1370.0	2036.0	2414.0	1443.0	184.0	235.0	374.0	79.0	138.0	17.0	5.0	906.0	462.0	14.0	429.0	268.0
gRNA_8784	Pik3ca	1634.0	3126.0	1083.0	786.0	1191.0	981.0	18648.0	4642.0	402.0	259.0	946.0	37.0	49.0	11.0	5.0	1262.0	390.0	4.0	524.0	450.0
gRNA_8789	Pik3ca	586.0	299.0	279.0	235.0	101.0	421.0	263.0	1011.0	88.0	5.0	46.0	91.0	75.0	17.0	4.0	124.0	40.0	2.0	12.0	34.0
gRNA_8790	Pik3ca	168.0	1313.0	147.0	488.0	126.0	56.0	385.0	241.0	20.0	4.0	127.0	78.0	110.0	10.0	0.0	330.0	148.0	1.0	151.0	208.0
gRNA_8791	Pik3ca	252.0	367.0	1399.0	338.0	429.0	2775.0	403.0	121.0	351.0	742.0	648.0	345.0	393.0	38.0	6.0	1419.0	699.0	20.0	394.0	321.0
gRNA_8793	Pik3ca	527.0	984.0	15.0	1049.0	218.0	295.0	210.0	472.0	53.0	1842.0	125.0	158.0	91.0	9.0	9.0	1310.0	509.0	69.0	793.0	371.0
gRNA_8794	Pik3ca	2009.0	1570.0	3324.0	3129.0	1230.0	3541.0	503.0	93.0	71.0	162.0	29.0	113.0	492.0	53.0	7.0	2094.0	1042.0	31.0	1079.0	882.0
gRNA_8795	Pik3ca	2166.0	1851.0	617.0	1359.0	712.0	303.0	1224.0	7226.0	522.0	143.0	5.0	61.0	243.0	36.0	3.0	2645.0	780.0	31.0	1218.0	653.0
gRNA_8803	Pik3ca	391.0	583.0	1449.0	631.0	506.0	516.0	349.0	1228.0	2557.0	136.0	681.0	72.0	164.0	23.0	2.0	1125.0	337.0	13.0	331.0	291.0
gRNA_8804	Pik3ca	166.0	188.0	181.0	30.0	16.0	19.0	306.0	142.0	12.0	0.0	0.0	94.0	152.0	15.0	0.0	559.0	212.0	10.0	79.0	95.0
gRNA_8808	Pik3ca	1784.0	3229.0	1445.0	1203.0	205.0	706.0	542.0	225.0	66.0	40.0	20.0	95.0	257.0	21.0	3.0	218.0	129.0	5.0	77.0	96.0
gRNA_8813	Pik3ca	353.0	238.0	61.0	188.0	42.0	99.0	44.0	4.0	3.0	163.0	1.0	76.0	85.0	11.0	0.0	5.0	1.0	2.0	0.0	1.0
gRNA_8814	Pik3ca	1616.0	748.0	376.0	696.0	28.0	136.0	29.0	54.0	14.0	277.0	3.0	20.0	41.0	6.0	2.0	55.0	23.0	0.0	11.0	15.0
gRNA_8824	Pik3ca	685.0	529.0	120.0	214.0	130.0	19.0	69.0	243.0	26.0	0.0	0.0	62.0	8.0	1.0	4.0	778.0	409.0	7.0	175.0	335.0
gRNA_8825	Pik3ca	5949.0	5971.0	4142.0	4285.0	1343.0	3349.0	2132.0	7163.0	585.0	406.0	140.0	46.0	48.0	10.0	7.0	3186.0	2290.0	62.0	1548.0	837.0
gRNA_8826	Pik3ca	3266.0	6440.0	2864.0	2542.0	558.0	3565.0	4685.0	8165.0	639.0	236.0	8066.0	146.0	187.0	34.0	16.0	2947.0	966.0	44.0	1209.0	826.0
gRNA_8827	Pik3ca	585.0	1437.0	1809.0	749.0	459.0	1868.0	1196.0	8423.0	964.0	12827.0	688.0	164.0	148.0	34.0	10.0	3620.0	2132.0	85.0	2458.0	1833.0
gRNA_8831	Pik3ca	1.0	46.0	67.0	33.0	29.0	5.0	6.0	1.0	2.0	0.0	0.0	81.0	164.0	16.0	1.0	71.0	11.0	0.0	17.0	9.0
gRNA_8833	Pik3ca	785.0	1860.0	1990.0	490.0	297.0	2010.0	768.0	2852.0	212.0	642.0	599.0	238.0	436.0	37.0	9.0	1136.0	568.0	43.0	865.0	638.0
gRNA_8834	Pik3ca	3229.0	2298.0	1772.0	984.0	1055.0	4955.0	377.0	21.0	138.0	70.0	64.0	41.0	36.0	4.0	5.0	286.0	351.0	34.0	352.0	200.0
gRNA_8835	Pik3ca	544.0	2928.0	743.0	266.0	106.0	291.0	1048.0	50.0	7.0	617.0	1.0	44.0	113.0	12.0	1.0	1265.0	744.0	25.0	313.0	207.0
gRNA_8840	Pik3ca	3860.0	5666.0	4407.0	4400.0	402.0	3419.0	1424.0	18.0	314.0	568.0	897.0	844.0	1042.0	95.0	5.0	2453.0	604.0	14.0	766.0	747.0
gRNA_8841	Pik3ca	2093.0	2339.0	641.0	702.0	397.0	897.0	438.0	319.0	36.0	340.0	5.0	18.0	114.0	12.0	2.0	634.0	169.0	3.0	142.0	144.0
gRNA_8852	Pik3ca	1304.0	1590.0	4690.0	404.0	435.0	4510.0	1806.0	832.0	104.0	131.0	107.0	155.0	299.0	24.0	9.0	1030.0	509.0	11.0	490.0	557.0
gRNA_8854	Pik3ca	586.0	374.0	810.0	969.0	100.0	479.0	484.0	190.0	32.0	61.0	71.0	15.0	3.0	14.0	3.0	841.0	284.0	8.0	123.0	136.0
gRNA_8855	Pik3ca	4108.0	3244.0	3664.0	4365.0	561.0	5619.0	840.0	652.0	526.0	8546.0	457.0	186.0	205.0	20.0	21.0	1579.0	528.0	15.0	634.0	540.0
