sgRNA	gene	spleen1	spleen2	spleen3	spleen4	bonemarrow1	bonemarrow2	bonemarrow3	bonemarrow4	bonemarrow5	meninges1	meninges2	meninges3	meninges4	meninges5	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3	plasmidlib
gRNA_5227	Igf1r	269.0	1208.0	489.0	342.0	921.0	1873.0	1102.0	1104.0	1880.0	498.0	1790.0	6236.0	705.0	128.0	394.0	1002.0	1133.0	1274.0	1098.0	599.0	610.0	650.0	992.0	634.0
gRNA_5228	Igf1r	138.0	492.0	99.0	130.0	6092.0	1343.0	723.0	62.0	454.0	80.0	68.0	166.0	336.0	486.0	101.0	650.0	343.0	813.0	765.0	447.0	701.0	638.0	1015.0	395.0
gRNA_5229	Igf1r	845.0	1144.0	237.0	723.0	1175.0	4832.0	534.0	476.0	545.0	1369.0	1306.0	164.0	2415.0	542.0	855.0	1166.0	1239.0	1127.0	920.0	831.0	693.0	878.0	1017.0	930.0
gRNA_5236	Igf1r	327.0	658.0	258.0	189.0	289.0	876.0	254.0	126.0	988.0	177.0	644.0	559.0	56.0	194.0	91.0	639.0	195.0	383.0	426.0	381.0	315.0	378.0	434.0	637.0
gRNA_5237	Igf1r	45.0	168.0	969.0	115.0	177.0	412.0	181.0	145.0	130.0	115.0	49.0	20.0	77.0	11.0	386.0	452.0	429.0	419.0	695.0	499.0	558.0	433.0	634.0	540.0
gRNA_5319	Ikzf1	443.0	2797.0	452.0	802.0	1280.0	2900.0	677.0	1008.0	303.0	328.0	147.0	314.0	1206.0	3462.0	812.0	1083.0	1019.0	1286.0	1021.0	823.0	695.0	678.0	1211.0	1060.0
gRNA_5372	Inha	61.0	930.0	178.0	63.0	337.0	129.0	177.0	67.0	143.0	7.0	100.0	20.0	39.0	77.0	167.0	254.0	227.0	98.0	149.0	184.0	340.0	57.0	173.0	551.0
gRNA_5373	Inha	589.0	1326.0	787.0	746.0	1105.0	1431.0	797.0	681.0	849.0	342.0	465.0	141.0	304.0	924.0	190.0	699.0	333.0	1139.0	1315.0	646.0	922.0	719.0	1159.0	996.0
gRNA_5374	Inha	84.0	133.0	93.0	23.0	429.0	249.0	46.0	39.0	181.0	62.0	65.0	77.0	123.0	65.0	25.0	116.0	44.0	36.0	176.0	289.0	119.0	118.0	155.0	286.0
gRNA_5454	Inpp4a	729.0	2363.0	898.0	991.0	1788.0	2736.0	871.0	519.0	1740.0	380.0	362.0	1420.0	618.0	130.0	1432.0	1179.0	1843.0	1666.0	1845.0	1049.0	1242.0	915.0	1483.0	961.0
gRNA_5455	Inpp4a	1437.0	5392.0	4694.0	2984.0	3109.0	2140.0	4416.0	1198.0	1653.0	1670.0	1554.0	2036.0	4064.0	146.0	1268.0	1187.0	2185.0	2023.0	1727.0	1560.0	1736.0	1405.0	1764.0	918.0
gRNA_5456	Inpp4a	979.0	2524.0	771.0	1822.0	5865.0	2262.0	2073.0	2551.0	2615.0	1587.0	844.0	171.0	632.0	445.0	868.0	1062.0	1442.0	1030.0	1821.0	1171.0	1273.0	1247.0	1536.0	957.0
gRNA_5477	Inpp4a	707.0	2185.0	866.0	1520.0	1796.0	2584.0	1613.0	738.0	1877.0	1335.0	369.0	2603.0	1404.0	639.0	1487.0	1523.0	2348.0	2213.0	2796.0	1738.0	1944.0	1355.0	1932.0	972.0
gRNA_5501	Inppl1	144.0	669.0	212.0	432.0	566.0	1497.0	1177.0	1378.0	396.0	219.0	35.0	748.0	1873.0	224.0	49.0	361.0	198.0	494.0	768.0	312.0	179.0	285.0	293.0	580.0
gRNA_5509	Inppl1	544.0	1682.0	472.0	621.0	1213.0	1252.0	551.0	346.0	1530.0	525.0	1353.0	1134.0	1067.0	134.0	301.0	1084.0	887.0	1223.0	679.0	659.0	902.0	536.0	850.0	1064.0
gRNA_5561	Insr	289.0	1068.0	360.0	489.0	298.0	1309.0	943.0	94.0	467.0	147.0	95.0	39.0	559.0	294.0	107.0	686.0	721.0	965.0	869.0	731.0	809.0	548.0	486.0	421.0
gRNA_5614	Irf4	420.0	1571.0	567.0	585.0	883.0	1166.0	1637.0	916.0	734.0	73.0	161.0	150.0	281.0	147.0	434.0	810.0	987.0	1042.0	1046.0	844.0	694.0	706.0	1176.0	513.0
gRNA_5615	Irf4	250.0	632.0	267.0	178.0	1156.0	563.0	279.0	172.0	714.0	138.0	1495.0	376.0	338.0	678.0	251.0	575.0	435.0	867.0	677.0	665.0	563.0	480.0	682.0	634.0
gRNA_5618	Irf8	63.0	179.0	380.0	271.0	393.0	350.0	408.0	58.0	276.0	47.0	200.0	839.0	311.0	28.0	115.0	324.0	126.0	406.0	812.0	511.0	233.0	163.0	324.0	527.0
gRNA_5620	Irf8	341.0	894.0	366.0	710.0	1211.0	1134.0	811.0	601.0	287.0	95.0	608.0	158.0	419.0	1472.0	123.0	467.0	469.0	934.0	738.0	544.0	570.0	482.0	748.0	333.0
gRNA_5621	Irf8	652.0	680.0	661.0	332.0	1368.0	347.0	405.0	127.0	652.0	682.0	584.0	654.0	194.0	124.0	168.0	564.0	277.0	478.0	713.0	461.0	623.0	476.0	627.0	456.0
gRNA_5623	Irs1	245.0	815.0	343.0	535.0	719.0	945.0	935.0	232.0	1448.0	562.0	38.0	134.0	348.0	247.0	191.0	638.0	424.0	960.0	952.0	634.0	712.0	591.0	484.0	801.0
gRNA_5624	Irs1	431.0	986.0	267.0	446.0	1419.0	966.0	1148.0	326.0	171.0	395.0	2117.0	92.0	638.0	168.0	108.0	498.0	343.0	743.0	527.0	609.0	736.0	448.0	831.0	786.0
gRNA_5625	Irs1	412.0	1133.0	263.0	393.0	3779.0	1725.0	1617.0	789.0	823.0	210.0	139.0	1126.0	495.0	254.0	114.0	320.0	236.0	637.0	970.0	880.0	744.0	351.0	555.0	633.0
gRNA_5626	Irs1	1224.0	2192.0	1343.0	1897.0	1982.0	1023.0	990.0	1202.0	2426.0	291.0	5267.0	11376.0	2929.0	229.0	1176.0	882.0	1235.0	666.0	1188.0	1175.0	623.0	768.0	796.0	745.0
gRNA_5627	Irs1	515.0	1628.0	672.0	1042.0	2239.0	3668.0	1322.0	1471.0	547.0	2116.0	407.0	5897.0	369.0	725.0	1309.0	1247.0	1451.0	1674.0	1607.0	1304.0	1342.0	992.0	1331.0	1219.0
gRNA_5628	Irs1	436.0	968.0	273.0	428.0	405.0	1075.0	579.0	127.0	521.0	432.0	39.0	376.0	294.0	65.0	537.0	820.0	591.0	978.0	1080.0	828.0	627.0	355.0	597.0	526.0
gRNA_5740	Jak1	445.0	812.0	572.0	611.0	3025.0	4262.0	1393.0	557.0	3134.0	975.0	614.0	175.0	737.0	1365.0	327.0	595.0	777.0	892.0	649.0	743.0	830.0	420.0	964.0	535.0
gRNA_5741	Jak1	391.0	735.0	456.0	616.0	2610.0	1781.0	1561.0	289.0	372.0	338.0	463.0	304.0	9447.0	765.0	414.0	867.0	826.0	932.0	1009.0	536.0	952.0	623.0	899.0	598.0
gRNA_5742	Jak1	1070.0	1402.0	786.0	1497.0	1182.0	1800.0	1647.0	848.0	580.0	540.0	801.0	1184.0	562.0	164.0	459.0	984.0	1040.0	1231.0	1567.0	1119.0	1530.0	961.0	1506.0	609.0
gRNA_5769	Jak2	139.0	687.0	280.0	174.0	133.0	358.0	173.0	61.0	217.0	189.0	181.0	312.0	493.0	249.0	110.0	239.0	260.0	162.0	116.0	363.0	277.0	277.0	367.0	365.0
gRNA_5772	Jak2	409.0	433.0	286.0	526.0	950.0	1714.0	578.0	250.0	1339.0	434.0	287.0	373.0	1251.0	512.0	557.0	890.0	1078.0	1057.0	1489.0	850.0	745.0	791.0	1176.0	781.0
gRNA_5773	Jak2	420.0	1848.0	641.0	890.0	1032.0	2070.0	1266.0	189.0	624.0	286.0	143.0	1337.0	1053.0	233.0	502.0	1019.0	1107.0	875.0	1265.0	721.0	1010.0	703.0	945.0	655.0
gRNA_5776	Jak2	50.0	105.0	30.0	122.0	292.0	423.0	218.0	343.0	127.0	174.0	102.0	100.0	36.0	302.0	112.0	457.0	547.0	770.0	380.0	614.0	528.0	554.0	672.0	287.0
gRNA_5777	Jak2	182.0	632.0	282.0	231.0	712.0	2066.0	347.0	119.0	347.0	887.0	182.0	2285.0	1012.0	744.0	378.0	831.0	848.0	824.0	706.0	746.0	964.0	459.0	808.0	584.0
gRNA_5792	Jak3	321.0	277.0	513.0	287.0	671.0	356.0	1754.0	172.0	188.0	552.0	83.0	224.0	230.0	1082.0	318.0	524.0	462.0	746.0	879.0	472.0	523.0	338.0	564.0	493.0
gRNA_5854	Kdm5c	46.0	201.0	128.0	125.0	131.0	596.0	105.0	102.0	210.0	44.0	344.0	110.0	279.0	700.0	114.0	343.0	175.0	583.0	362.0	310.0	382.0	206.0	355.0	330.0
gRNA_5860	Kdm5c	539.0	891.0	852.0	1627.0	771.0	1628.0	1720.0	3064.0	684.0	1091.0	73.0	1314.0	297.0	1216.0	548.0	1090.0	1284.0	1315.0	1382.0	1271.0	1346.0	733.0	1367.0	519.0
gRNA_5861	Kdm5c	319.0	1014.0	897.0	270.0	537.0	2438.0	8406.0	292.0	379.0	1196.0	110.0	460.0	504.0	498.0	558.0	842.0	986.0	922.0	646.0	796.0	856.0	633.0	769.0	498.0
gRNA_5864	Kdm5c	1429.0	597.0	412.0	364.0	2151.0	500.0	536.0	245.0	561.0	2151.0	142.0	41.0	1927.0	299.0	838.0	689.0	1276.0	943.0	721.0	885.0	660.0	676.0	977.0	562.0
gRNA_5865	Kdm5c	461.0	816.0	527.0	766.0	773.0	1106.0	1812.0	767.0	281.0	432.0	64.0	848.0	262.0	73.0	205.0	514.0	413.0	658.0	633.0	518.0	683.0	334.0	685.0	384.0
gRNA_5912	Kdm6a	96.0	549.0	207.0	255.0	1391.0	2615.0	250.0	211.0	389.0	144.0	54.0	84.0	324.0	89.0	44.0	477.0	443.0	337.0	767.0	809.0	665.0	379.0	327.0	308.0
gRNA_6000	Kdr	353.0	1597.0	554.0	405.0	1519.0	1617.0	747.0	285.0	770.0	73.0	59.0	5772.0	1899.0	120.0	300.0	492.0	325.0	939.0	822.0	648.0	556.0	334.0	764.0	525.0
gRNA_6063	Keap1	159.0	641.0	130.0	287.0	236.0	576.0	891.0	172.0	709.0	128.0	72.0	188.0	254.0	105.0	665.0	704.0	747.0	590.0	581.0	542.0	543.0	354.0	854.0	642.0
gRNA_6064	Keap1	173.0	911.0	228.0	867.0	1533.0	1047.0	1111.0	531.0	1099.0	331.0	94.0	1775.0	400.0	98.0	911.0	787.0	1131.0	686.0	847.0	818.0	791.0	638.0	895.0	898.0
gRNA_6080	Keap1	227.0	2515.0	470.0	471.0	1253.0	2381.0	2493.0	727.0	786.0	1685.0	186.0	3692.0	1814.0	30.0	117.0	289.0	161.0	687.0	601.0	630.0	722.0	308.0	560.0	377.0
gRNA_6081	Keap1	234.0	1185.0	343.0	109.0	733.0	857.0	960.0	309.0	1344.0	431.0	24.0	393.0	469.0	427.0	55.0	306.0	108.0	872.0	353.0	469.0	528.0	278.0	591.0	410.0
gRNA_6086	Keap1	195.0	619.0	108.0	79.0	467.0	772.0	1050.0	63.0	224.0	5488.0	122.0	706.0	210.0	73.0	67.0	345.0	275.0	638.0	327.0	304.0	300.0	204.0	240.0	561.0
gRNA_6087	Keap1	458.0	1367.0	965.0	942.0	1287.0	2549.0	2367.0	961.0	1368.0	993.0	142.0	1223.0	823.0	453.0	87.0	442.0	189.0	577.0	880.0	624.0	533.0	431.0	920.0	684.0
gRNA_6103	Kit	166.0	591.0	233.0	291.0	501.0	667.0	273.0	218.0	613.0	258.0	996.0	3.0	289.0	438.0	277.0	764.0	676.0	510.0	799.0	710.0	646.0	550.0	742.0	490.0
gRNA_6104	Kit	247.0	777.0	186.0	506.0	1184.0	2350.0	612.0	1012.0	194.0	150.0	623.0	1652.0	532.0	377.0	330.0	792.0	504.0	867.0	1061.0	593.0	656.0	478.0	609.0	618.0
gRNA_6105	Kit	652.0	1099.0	684.0	648.0	1034.0	2958.0	797.0	578.0	2209.0	131.0	1815.0	2104.0	482.0	383.0	767.0	1011.0	1289.0	887.0	1366.0	947.0	1101.0	928.0	1193.0	808.0
gRNA_6109	Kit	66.0	345.0	134.0	112.0	310.0	1321.0	156.0	45.0	892.0	196.0	1338.0	505.0	255.0	464.0	363.0	435.0	616.0	433.0	261.0	462.0	377.0	261.0	547.0	537.0
gRNA_6110	Kit	202.0	726.0	211.0	116.0	320.0	1083.0	2357.0	518.0	288.0	391.0	35.0	1631.0	345.0	105.0	410.0	696.0	451.0	659.0	846.0	872.0	773.0	505.0	742.0	611.0
gRNA_6111	Kit	298.0	519.0	528.0	369.0	788.0	788.0	730.0	435.0	384.0	1524.0	368.0	261.0	111.0	88.0	118.0	466.0	244.0	403.0	459.0	441.0	660.0	400.0	591.0	478.0
gRNA_6112	Kit	133.0	674.0	215.0	313.0	734.0	1791.0	479.0	370.0	151.0	153.0	232.0	271.0	373.0	264.0	294.0	677.0	492.0	695.0	530.0	637.0	669.0	399.0	435.0	707.0
gRNA_6113	Kit	398.0	2227.0	373.0	431.0	974.0	1894.0	882.0	613.0	1066.0	468.0	434.0	261.0	483.0	369.0	574.0	700.0	964.0	789.0	854.0	573.0	1157.0	845.0	1165.0	600.0
gRNA_6117	Kit	181.0	322.0	296.0	385.0	765.0	587.0	638.0	270.0	482.0	243.0	360.0	1373.0	771.0	563.0	289.0	570.0	484.0	810.0	615.0	611.0	595.0	318.0	452.0	599.0
gRNA_6125	Kit	94.0	527.0	144.0	397.0	231.0	443.0	537.0	252.0	322.0	69.0	231.0	16.0	213.0	387.0	81.0	241.0	118.0	555.0	149.0	288.0	321.0	236.0	380.0	260.0
gRNA_6134	Klf4	468.0	626.0	331.0	382.0	883.0	1164.0	1481.0	477.0	572.0	225.0	1561.0	3960.0	1470.0	213.0	469.0	737.0	1111.0	1402.0	1535.0	946.0	1124.0	653.0	973.0	618.0
gRNA_6135	Klf4	171.0	502.0	278.0	181.0	1764.0	537.0	691.0	128.0	256.0	31.0	394.0	96.0	78.0	41.0	306.0	641.0	624.0	579.0	609.0	570.0	476.0	235.0	514.0	435.0
gRNA_6257	Kmt2b	903.0	1522.0	574.0	387.0	1222.0	1886.0	1090.0	1425.0	2029.0	442.0	1013.0	4938.0	328.0	2570.0	729.0	924.0	1331.0	877.0	1295.0	1328.0	1378.0	775.0	1042.0	679.0
gRNA_6265	Kmt2b	30.0	198.0	47.0	34.0	67.0	48.0	51.0	12.0	53.0	7.0	12.0	1.0	21.0	33.0	27.0	80.0	154.0	47.0	52.0	215.0	33.0	30.0	58.0	192.0
gRNA_6266	Kmt2b	137.0	631.0	249.0	178.0	484.0	692.0	610.0	235.0	194.0	398.0	5.0	2364.0	130.0	313.0	442.0	701.0	462.0	565.0	1047.0	884.0	674.0	450.0	797.0	683.0
gRNA_6383	Kmt2c	287.0	372.0	440.0	394.0	1081.0	745.0	419.0	298.0	453.0	390.0	305.0	401.0	458.0	991.0	403.0	784.0	855.0	1094.0	888.0	527.0	757.0	672.0	659.0	494.0
gRNA_6384	Kmt2c	324.0	976.0	640.0	457.0	1684.0	2577.0	890.0	433.0	972.0	440.0	578.0	1053.0	653.0	1055.0	1159.0	1323.0	1680.0	1473.0	1487.0	1066.0	1435.0	1130.0	1542.0	913.0
gRNA_6472	Kmt2d	36.0	380.0	57.0	69.0	101.0	509.0	309.0	27.0	87.0	245.0	711.0	1990.0	29.0	19.0	68.0	98.0	47.0	330.0	202.0	245.0	238.0	253.0	372.0	177.0
gRNA_6473	Kmt2d	40.0	28.0	5.0	16.0	17.0	56.0	31.0	15.0	251.0	23.0	326.0	2.0	3.0	1.0	29.0	58.0	73.0	156.0	32.0	55.0	49.0	91.0	45.0	18.0
gRNA_6479	Kmt2d	124.0	1072.0	351.0	382.0	1178.0	414.0	664.0	319.0	526.0	294.0	499.0	15.0	125.0	176.0	373.0	568.0	618.0	518.0	935.0	417.0	650.0	539.0	668.0	488.0
gRNA_6480	Kmt2d	19.0	115.0	21.0	4.0	118.0	153.0	82.0	9.0	287.0	2.0	5.0	30.0	125.0	18.0	29.0	88.0	19.0	147.0	233.0	108.0	164.0	110.0	135.0	94.0
gRNA_6487	Kmt2d	366.0	414.0	121.0	131.0	361.0	340.0	266.0	90.0	122.0	92.0	77.0	214.0	90.0	67.0	190.0	268.0	145.0	185.0	289.0	285.0	174.0	146.0	295.0	474.0
gRNA_6488	Kmt2d	63.0	71.0	13.0	41.0	670.0	176.0	53.0	35.0	98.0	4.0	49.0	84.0	234.0	32.0	30.0	63.0	106.0	78.0	153.0	171.0	69.0	107.0	137.0	169.0
gRNA_6525	Kmt2d	217.0	627.0	557.0	584.0	385.0	529.0	406.0	77.0	378.0	25.0	578.0	1088.0	698.0	31.0	365.0	650.0	408.0	492.0	577.0	319.0	469.0	341.0	455.0	530.0
gRNA_6526	Kmt2d	403.0	1217.0	677.0	910.0	1147.0	2040.0	1126.0	1450.0	886.0	637.0	1192.0	829.0	533.0	882.0	890.0	1172.0	1429.0	1828.0	1658.0	1087.0	1268.0	1203.0	1722.0	910.0
gRNA_6527	Kmt2d	371.0	964.0	453.0	1262.0	1488.0	1261.0	995.0	675.0	582.0	239.0	276.0	1855.0	2395.0	312.0	680.0	1184.0	1199.0	1411.0	1504.0	1416.0	1730.0	883.0	1088.0	720.0
gRNA_6604	Kmt2d	166.0	501.0	272.0	150.0	322.0	228.0	559.0	143.0	655.0	1152.0	85.0	3.0	369.0	380.0	107.0	319.0	116.0	655.0	346.0	398.0	380.0	217.0	561.0	327.0
gRNA_6629	Kmt2d	208.0	152.0	79.0	82.0	454.0	410.0	1653.0	179.0	943.0	29.0	5878.0	71.0	204.0	134.0	49.0	199.0	92.0	242.0	239.0	322.0	379.0	284.0	336.0	235.0
gRNA_6712	Kras	412.0	1072.0	172.0	301.0	1021.0	1612.0	3669.0	1194.0	2312.0	338.0	234.0	350.0	1496.0	331.0	217.0	597.0	223.0	1154.0	1277.0	438.0	927.0	457.0	883.0	566.0
gRNA_6717	Kras	301.0	528.0	238.0	445.0	404.0	895.0	802.0	197.0	642.0	159.0	29.0	191.0	409.0	727.0	350.0	741.0	707.0	336.0	621.0	510.0	666.0	320.0	674.0	544.0
gRNA_6743	Lats1	1278.0	1748.0	1064.0	921.0	1100.0	2621.0	1665.0	753.0	1068.0	359.0	658.0	628.0	1584.0	167.0	248.0	479.0	341.0	916.0	792.0	727.0	996.0	690.0	920.0	674.0
gRNA_6744	Lats1	335.0	878.0	237.0	701.0	636.0	759.0	462.0	68.0	483.0	120.0	70.0	38.0	487.0	181.0	241.0	552.0	406.0	672.0	780.0	754.0	696.0	547.0	801.0	423.0
gRNA_6745	Lats1	173.0	599.0	139.0	721.0	810.0	631.0	465.0	289.0	511.0	176.0	315.0	50.0	1648.0	176.0	241.0	770.0	341.0	1219.0	1013.0	678.0	841.0	696.0	1122.0	672.0
gRNA_6759	Lats1	171.0	525.0	185.0	135.0	1324.0	939.0	2246.0	507.0	424.0	133.0	389.0	69.0	188.0	334.0	840.0	741.0	876.0	806.0	815.0	803.0	642.0	383.0	765.0	848.0
gRNA_6781	Lck	247.0	448.0	82.0	218.0	1204.0	1256.0	680.0	812.0	291.0	352.0	1002.0	99.0	461.0	237.0	141.0	284.0	129.0	396.0	557.0	634.0	516.0	371.0	655.0	451.0
gRNA_6782	Lck	323.0	885.0	436.0	622.0	484.0	1882.0	472.0	397.0	486.0	120.0	53.0	183.0	207.0	50.0	72.0	175.0	44.0	203.0	253.0	241.0	227.0	164.0	212.0	180.0
gRNA_6797	Lyn	334.0	709.0	321.0	710.0	1973.0	742.0	481.0	2580.0	1290.0	432.0	649.0	788.0	155.0	278.0	198.0	440.0	264.0	681.0	759.0	414.0	718.0	494.0	826.0	612.0
gRNA_6829	Map2k1	471.0	1362.0	486.0	911.0	1136.0	4337.0	1619.0	313.0	773.0	256.0	137.0	130.0	368.0	2436.0	576.0	879.0	1072.0	863.0	894.0	542.0	720.0	543.0	792.0	919.0
gRNA_6830	Map2k1	391.0	731.0	102.0	458.0	2146.0	1010.0	730.0	1390.0	1119.0	44.0	163.0	70.0	245.0	390.0	589.0	697.0	633.0	634.0	620.0	754.0	819.0	506.0	771.0	702.0
gRNA_6831	Map2k1	187.0	540.0	73.0	163.0	811.0	751.0	1031.0	191.0	811.0	552.0	173.0	1197.0	3003.0	296.0	296.0	511.0	295.0	640.0	880.0	747.0	837.0	539.0	752.0	727.0
gRNA_6832	Map2k1	86.0	392.0	313.0	479.0	344.0	624.0	511.0	402.0	196.0	54.0	7.0	6.0	117.0	290.0	208.0	620.0	503.0	946.0	390.0	536.0	678.0	257.0	252.0	540.0
gRNA_6833	Map2k1	199.0	372.0	308.0	175.0	505.0	675.0	590.0	137.0	544.0	362.0	163.0	3728.0	1955.0	289.0	109.0	335.0	182.0	316.0	682.0	525.0	659.0	479.0	629.0	511.0
gRNA_6834	Map2k1	30.0	712.0	48.0	115.0	350.0	314.0	131.0	112.0	101.0	305.0	27.0	1.0	607.0	244.0	89.0	143.0	126.0	416.0	345.0	234.0	213.0	322.0	438.0	226.0
gRNA_6835	Map2k1	106.0	468.0	370.0	331.0	312.0	533.0	444.0	302.0	268.0	2156.0	203.0	93.0	391.0	761.0	184.0	478.0	201.0	539.0	364.0	508.0	377.0	519.0	759.0	566.0
gRNA_6837	Map2k1	72.0	248.0	75.0	310.0	98.0	706.0	42.0	128.0	37.0	7.0	8.0	60.0	17.0	1506.0	116.0	222.0	148.0	218.0	48.0	116.0	110.0	36.0	72.0	607.0
gRNA_6841	Map2k1	87.0	330.0	82.0	111.0	153.0	299.0	105.0	46.0	823.0	319.0	29.0	1.0	286.0	168.0	56.0	332.0	141.0	164.0	236.0	144.0	211.0	209.0	296.0	327.0
gRNA_6842	Map2k1	145.0	330.0	113.0	567.0	848.0	1422.0	639.0	317.0	284.0	341.0	37.0	1.0	1632.0	1374.0	115.0	280.0	160.0	391.0	667.0	585.0	622.0	498.0	650.0	383.0
gRNA_6848	Map2k2	275.0	562.0	308.0	427.0	296.0	851.0	315.0	218.0	519.0	296.0	366.0	256.0	453.0	555.0	438.0	715.0	687.0	1284.0	887.0	517.0	898.0	570.0	1096.0	792.0
gRNA_6849	Map2k2	774.0	1061.0	816.0	640.0	1277.0	2849.0	6746.0	3445.0	2724.0	516.0	66.0	105.0	1302.0	303.0	560.0	870.0	1181.0	1218.0	1184.0	1141.0	1200.0	937.0	1004.0	963.0
gRNA_6888	Map2k4	70.0	420.0	153.0	249.0	139.0	496.0	135.0	150.0	130.0	43.0	215.0	520.0	219.0	493.0	34.0	507.0	471.0	570.0	561.0	415.0	456.0	202.0	209.0	355.0
gRNA_6889	Map2k4	275.0	1396.0	617.0	815.0	472.0	974.0	341.0	283.0	438.0	658.0	3675.0	230.0	151.0	54.0	78.0	362.0	337.0	391.0	283.0	359.0	484.0	196.0	327.0	339.0
gRNA_6890	Map2k4	115.0	281.0	89.0	473.0	635.0	893.0	158.0	66.0	215.0	5.0	23.0	30.0	120.0	212.0	51.0	468.0	386.0	474.0	244.0	388.0	420.0	216.0	421.0	347.0
gRNA_6894	Map2k4	163.0	795.0	332.0	307.0	1102.0	885.0	554.0	182.0	386.0	188.0	100.0	2094.0	1824.0	949.0	119.0	579.0	424.0	581.0	480.0	530.0	593.0	432.0	561.0	375.0
gRNA_6895	Map2k4	561.0	1082.0	1217.0	787.0	1674.0	5321.0	2190.0	818.0	1478.0	261.0	684.0	376.0	550.0	639.0	35.0	735.0	797.0	820.0	648.0	885.0	902.0	335.0	614.0	539.0
gRNA_6912	Map3k1	404.0	1433.0	917.0	774.0	866.0	1609.0	1807.0	372.0	1243.0	214.0	536.0	544.0	776.0	170.0	698.0	844.0	1123.0	1198.0	1112.0	793.0	1001.0	547.0	1126.0	708.0
gRNA_6913	Map3k1	895.0	1494.0	1316.0	1130.0	895.0	1954.0	1198.0	1536.0	1340.0	1413.0	1927.0	895.0	303.0	611.0	971.0	1084.0	1699.0	1541.0	787.0	860.0	1158.0	960.0	1104.0	728.0
gRNA_6914	Map3k1	659.0	1540.0	686.0	734.0	1314.0	1226.0	715.0	691.0	491.0	119.0	273.0	88.0	1058.0	586.0	715.0	717.0	957.0	971.0	965.0	955.0	583.0	562.0	658.0	711.0
gRNA_6915	Map3k1	707.0	1382.0	787.0	603.0	672.0	1672.0	602.0	212.0	1833.0	566.0	329.0	1683.0	2702.0	840.0	477.0	1190.0	1159.0	1206.0	1563.0	1178.0	928.0	970.0	1451.0	962.0
gRNA_6992	Max	267.0	410.0	116.0	324.0	1759.0	945.0	458.0	1047.0	1057.0	156.0	132.0	892.0	321.0	41.0	1164.0	1029.0	1427.0	1011.0	1038.0	973.0	798.0	529.0	1033.0	616.0
gRNA_7029	Med12	234.0	521.0	523.0	775.0	1549.0	935.0	1380.0	149.0	369.0	4045.0	313.0	1743.0	312.0	70.0	322.0	665.0	479.0	655.0	515.0	506.0	485.0	360.0	467.0	730.0
gRNA_7143	Met	114.0	65.0	127.0	120.0	436.0	1325.0	537.0	448.0	266.0	16.0	110.0	217.0	1729.0	35.0	137.0	260.0	391.0	628.0	348.0	362.0	423.0	301.0	371.0	265.0
gRNA_7144	Met	199.0	396.0	529.0	123.0	747.0	1167.0	759.0	90.0	325.0	390.0	147.0	329.0	630.0	748.0	191.0	750.0	710.0	1012.0	810.0	1141.0	859.0	564.0	936.0	417.0
gRNA_7148	Met	323.0	400.0	527.0	633.0	1179.0	1870.0	5674.0	674.0	625.0	580.0	52.0	258.0	155.0	993.0	809.0	891.0	1346.0	1221.0	1006.0	1340.0	904.0	911.0	1056.0	856.0
gRNA_7150	Met	200.0	425.0	198.0	336.0	690.0	1213.0	328.0	179.0	394.0	320.0	560.0	784.0	1569.0	263.0	641.0	670.0	922.0	1105.0	1005.0	799.0	636.0	503.0	879.0	608.0
gRNA_7152	Met	381.0	986.0	462.0	582.0	1152.0	1520.0	495.0	200.0	761.0	235.0	473.0	59.0	591.0	2885.0	193.0	776.0	727.0	1459.0	643.0	683.0	948.0	553.0	787.0	571.0
gRNA_7170	Mga	421.0	487.0	307.0	317.0	484.0	774.0	477.0	122.0	87.0	390.0	162.0	965.0	260.0	315.0	460.0	710.0	760.0	1101.0	814.0	420.0	575.0	252.0	607.0	549.0
gRNA_7171	Mga	81.0	294.0	93.0	255.0	236.0	370.0	375.0	84.0	172.0	126.0	173.0	49.0	61.0	274.0	565.0	637.0	677.0	1248.0	703.0	362.0	603.0	353.0	444.0	438.0
gRNA_7188	Mga	412.0	744.0	426.0	358.0	1705.0	1587.0	628.0	832.0	1206.0	632.0	423.0	160.0	154.0	313.0	304.0	766.0	651.0	514.0	758.0	601.0	625.0	475.0	665.0	400.0
gRNA_7203	Mga	470.0	1376.0	799.0	508.0	954.0	3397.0	1592.0	403.0	1353.0	1070.0	772.0	601.0	682.0	73.0	441.0	1006.0	957.0	1395.0	673.0	899.0	853.0	883.0	1069.0	760.0
gRNA_7204	Mga	129.0	367.0	415.0	341.0	1128.0	544.0	558.0	172.0	210.0	449.0	33.0	58.0	418.0	552.0	259.0	586.0	324.0	710.0	499.0	656.0	673.0	410.0	639.0	453.0
gRNA_7205	Mga	568.0	1477.0	400.0	813.0	2364.0	1630.0	2003.0	1058.0	751.0	210.0	735.0	149.0	902.0	270.0	587.0	861.0	705.0	1152.0	1213.0	1097.0	1193.0	856.0	975.0	805.0
gRNA_7214	Mitf	294.0	922.0	994.0	704.0	1481.0	852.0	772.0	180.0	367.0	307.0	829.0	589.0	3357.0	221.0	284.0	671.0	844.0	842.0	1739.0	783.0	938.0	479.0	1058.0	549.0
