sgRNA	gene	spleen1	spleen2	spleen3	spleen4	spleen5	spleen6	spleen7	spleen8	spleen9	bonemarrow1	bonemarrow2	bonemarrow3	bonemarrow4	bonemarrow5	bonemarrow6	bonemarrow7	bonemarrow8	bonemarrow9	bonemarrow10	meninges1	meninges2	meninges3	meninges4	meninges5	meninges6	meninges7	meninges8	meninges9	meninges10	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3	plasmidlib
gRNA_77	Akt1	716.0	1196.0	537.0	1327.0	989.0	879.0	948.0	1044.0	247.0	312.0	1227.0	196.0	742.0	988.0	763.0	395.0	408.0	372.0	1160.0	129.0	450.0	5888.0	354.0	77.0	508.0	316.0	32.0	608.0	47.0	2248.0	1935.0	3890.0	5276.0	1159.0	3152.0	3401.0	2538.0	1887.0	1273.0
gRNA_78	Akt1	1070.0	970.0	1446.0	1929.0	2633.0	2355.0	1335.0	965.0	1383.0	231.0	435.0	266.0	1411.0	1093.0	274.0	618.0	495.0	624.0	934.0	132.0	12.0	87.0	57.0	434.0	594.0	233.0	23.0	11.0	465.0	1207.0	661.0	647.0	435.0	1278.0	1229.0	687.0	1096.0	633.0	1106.0
gRNA_79	Akt1	2433.0	2872.0	3214.0	1870.0	2823.0	1292.0	2547.0	522.0	1130.0	3832.0	1669.0	613.0	719.0	1721.0	1302.0	343.0	449.0	4216.0	874.0	222.0	66.0	1613.0	173.0	20.0	121.0	8626.0	603.0	20.0	64.0	1179.0	1280.0	1833.0	3716.0	666.0	1597.0	2067.0	2106.0	1630.0	1178.0
gRNA_80	Akt1	1720.0	498.0	1255.0	1126.0	1398.0	847.0	2710.0	859.0	730.0	3258.0	1280.0	2854.0	401.0	1063.0	550.0	150.0	1061.0	330.0	1623.0	37.0	359.0	30.0	21.0	49.0	367.0	112.0	334.0	29.0	16.0	958.0	1036.0	1502.0	1339.0	2439.0	2841.0	1140.0	1306.0	2308.0	1114.0
gRNA_81	Akt1	418.0	5501.0	1115.0	3030.0	2189.0	464.0	1390.0	1191.0	6087.0	287.0	981.0	376.0	4688.0	535.0	184.0	1256.0	439.0	812.0	2174.0	21.0	13.0	43.0	906.0	115.0	284.0	84.0	186.0	379.0	21.0	1576.0	932.0	1150.0	1343.0	2380.0	1563.0	932.0	906.0	2447.0	797.0
gRNA_82	Akt1	2935.0	1289.0	553.0	822.0	1005.0	695.0	2876.0	877.0	279.0	7432.0	1117.0	217.0	1118.0	4359.0	3413.0	2740.0	580.0	175.0	5605.0	74.0	15.0	76.0	3257.0	251.0	923.0	972.0	700.0	69.0	56.0	871.0	670.0	1006.0	2221.0	2516.0	688.0	478.0	638.0	1194.0	715.0
gRNA_83	Akt1	2640.0	3682.0	2135.0	1798.0	7507.0	3135.0	4743.0	5706.0	2946.0	3194.0	4214.0	708.0	1260.0	3628.0	3105.0	194.0	1413.0	588.0	1175.0	175.0	179.0	150.0	155.0	656.0	906.0	688.0	312.0	74.0	44.0	1342.0	3605.0	3761.0	5869.0	1429.0	4123.0	4797.0	3815.0	2509.0	1513.0
gRNA_86	Akt1	86.0	739.0	483.0	684.0	376.0	763.0	54.0	153.0	160.0	12.0	692.0	288.0	545.0	820.0	422.0	81.0	24.0	306.0	31.0	31.0	13.0	9.0	167.0	13.0	517.0	3644.0	437.0	29.0	120.0	171.0	1556.0	1828.0	1898.0	352.0	1271.0	922.0	362.0	699.0	651.0
gRNA_87	Akt1	127.0	1364.0	2416.0	1589.0	475.0	1525.0	994.0	1011.0	929.0	345.0	129.0	1074.0	1191.0	943.0	2190.0	465.0	601.0	108.0	568.0	356.0	10.0	21.0	47.0	111.0	1073.0	8823.0	541.0	488.0	37.0	665.0	1028.0	809.0	627.0	500.0	1194.0	1044.0	1746.0	2268.0	905.0
gRNA_88	Akt1	666.0	1187.0	422.0	280.0	761.0	419.0	2670.0	1509.0	632.0	465.0	426.0	463.0	20.0	1180.0	264.0	45.0	601.0	653.0	176.0	88.0	292.0	16.0	49.0	142.0	344.0	1418.0	168.0	1321.0	63.0	1968.0	1040.0	450.0	167.0	135.0	1236.0	154.0	455.0	423.0	622.0
gRNA_89	Akt1	246.0	280.0	581.0	624.0	1953.0	798.0	225.0	133.0	2141.0	233.0	1239.0	34.0	840.0	351.0	94.0	286.0	140.0	78.0	167.0	52.0	32.0	37.0	33.0	21.0	4.0	60.0	5.0	1.0	4.0	311.0	490.0	220.0	35.0	45.0	772.0	67.0	163.0	83.0	480.0
gRNA_90	Akt1	1621.0	312.0	1008.0	598.0	1153.0	1545.0	3621.0	743.0	355.0	166.0	982.0	83.0	730.0	2400.0	67.0	4075.0	122.0	90.0	400.0	97.0	47.0	27.0	27.0	129.0	1222.0	256.0	3.0	290.0	7.0	396.0	717.0	281.0	46.0	39.0	635.0	64.0	132.0	55.0	437.0
gRNA_91	Akt1	1475.0	1873.0	948.0	847.0	938.0	857.0	141.0	883.0	1021.0	859.0	441.0	75.0	2322.0	769.0	359.0	788.0	1048.0	1596.0	1207.0	358.0	18.0	499.0	871.0	705.0	270.0	552.0	115.0	3302.0	131.0	2243.0	3369.0	3276.0	1251.0	1109.0	2735.0	2281.0	1316.0	1458.0	1142.0
gRNA_92	Akt1	2108.0	3095.0	1216.0	1626.0	588.0	345.0	541.0	150.0	1546.0	1431.0	6127.0	431.0	620.0	1880.0	152.0	23.0	1221.0	540.0	2452.0	159.0	16.0	12.0	128.0	20.0	665.0	255.0	19.0	9.0	19.0	1725.0	2133.0	2969.0	2517.0	330.0	2660.0	804.0	1352.0	1668.0	567.0
gRNA_93	Akt1	2944.0	4084.0	5884.0	3453.0	2648.0	1308.0	1563.0	2473.0	2736.0	5525.0	5633.0	3814.0	3255.0	12302.0	197.0	2838.0	1076.0	9191.0	2239.0	8992.0	141.0	4096.0	232.0	188.0	408.0	1622.0	380.0	4190.0	160.0	2526.0	3906.0	3786.0	2604.0	800.0	2171.0	4087.0	3871.0	2819.0	1782.0
gRNA_94	Akt1	8205.0	8140.0	6117.0	3401.0	4126.0	1353.0	6125.0	4021.0	3111.0	2070.0	4092.0	1403.0	7711.0	3595.0	1734.0	7748.0	2938.0	1514.0	1656.0	322.0	8261.0	1067.0	316.0	3822.0	627.0	3643.0	341.0	2120.0	1066.0	5115.0	4935.0	7293.0	4735.0	6426.0	3739.0	4893.0	3919.0	6673.0	2086.0
gRNA_96	Akt1	2196.0	3105.0	11626.0	1331.0	2072.0	1137.0	2345.0	1418.0	2584.0	378.0	1235.0	2459.0	507.0	2884.0	380.0	1249.0	126.0	118.0	1640.0	17.0	66.0	432.0	287.0	1077.0	29046.0	10115.0	305.0	545.0	239.0	1683.0	1617.0	2708.0	2303.0	1716.0	3127.0	3782.0	2215.0	1222.0	1667.0
gRNA_97	Akt1	567.0	830.0	721.0	853.0	2137.0	394.0	1135.0	1332.0	680.0	675.0	230.0	79.0	886.0	76.0	518.0	1243.0	506.0	535.0	915.0	139.0	362.0	152.0	193.0	1909.0	1198.0	797.0	43.0	1233.0	335.0	1400.0	2019.0	1276.0	5287.0	572.0	2277.0	2173.0	4734.0	1383.0	993.0
gRNA_98	Akt1	931.0	886.0	1677.0	738.0	685.0	694.0	179.0	287.0	863.0	72.0	394.0	45.0	1211.0	68.0	3238.0	171.0	2.0	238.0	229.0	111.0	124.0	3584.0	320.0	15.0	213.0	78.0	19.0	12406.0	491.0	1160.0	1678.0	1380.0	505.0	612.0	1490.0	1073.0	791.0	1587.0	859.0
gRNA_99	Akt1	9089.0	2458.0	6739.0	2699.0	4880.0	3018.0	2521.0	3842.0	1739.0	2959.0	2370.0	1542.0	158.0	2656.0	1752.0	50.0	2169.0	1363.0	4979.0	425.0	491.0	65.0	1922.0	202.0	732.0	761.0	49.0	30.0	625.0	1589.0	2585.0	1719.0	2500.0	5457.0	2155.0	6016.0	6148.0	3305.0	1925.0
gRNA_100	Akt2	1247.0	2873.0	4088.0	1165.0	1757.0	5077.0	2509.0	1595.0	3033.0	641.0	388.0	2527.0	203.0	1240.0	15163.0	1052.0	1471.0	8451.0	2458.0	293.0	524.0	87.0	548.0	3295.0	319.0	724.0	239.0	1367.0	4530.0	1171.0	1282.0	900.0	108.0	252.0	577.0	582.0	863.0	1048.0	797.0
gRNA_101	Akt2	1118.0	928.0	439.0	631.0	1013.0	289.0	1815.0	832.0	289.0	1916.0	5041.0	182.0	1016.0	1446.0	54.0	1402.0	988.0	1654.0	267.0	90.0	13.0	18.0	12.0	8.0	436.0	196.0	212.0	29.0	4719.0	874.0	1764.0	975.0	69.0	4460.0	860.0	370.0	1063.0	825.0	511.0
gRNA_102	Akt2	789.0	1293.0	2629.0	1592.0	2825.0	3103.0	2400.0	2024.0	1383.0	1898.0	632.0	680.0	1113.0	317.0	1398.0	1988.0	926.0	751.0	2635.0	73.0	500.0	633.0	379.0	454.0	810.0	442.0	1912.0	245.0	6012.0	2307.0	1100.0	838.0	320.0	357.0	1597.0	452.0	3155.0	2510.0	1006.0
gRNA_103	Akt2	702.0	377.0	798.0	1933.0	495.0	151.0	1663.0	1322.0	401.0	736.0	1089.0	12.0	1186.0	4680.0	56.0	1253.0	4579.0	460.0	545.0	8.0	1.0	91.0	256.0	59.0	506.0	197.0	65.0	8.0	504.0	130.0	766.0	509.0	291.0	379.0	2160.0	274.0	615.0	267.0	506.0
gRNA_104	Akt2	766.0	1331.0	1316.0	749.0	1409.0	1565.0	1161.0	1008.0	3716.0	210.0	399.0	261.0	1938.0	247.0	234.0	79.0	835.0	2252.0	2749.0	199.0	69.0	132.0	32.0	1786.0	290.0	69.0	1074.0	6856.0	435.0	809.0	464.0	558.0	616.0	548.0	646.0	626.0	1006.0	1418.0	1080.0
gRNA_105	Akt2	2650.0	1368.0	831.0	1462.0	1627.0	1355.0	1269.0	1283.0	472.0	950.0	784.0	146.0	451.0	1237.0	2678.0	2239.0	2105.0	5982.0	1501.0	108.0	4158.0	282.0	349.0	556.0	848.0	1578.0	660.0	4945.0	574.0	782.0	1275.0	1288.0	1423.0	2079.0	1913.0	2373.0	2376.0	1236.0	1179.0
gRNA_106	Akt2	1480.0	2085.0	2787.0	2129.0	5481.0	2538.0	3543.0	2161.0	3032.0	886.0	1975.0	1397.0	2392.0	5801.0	498.0	632.0	2144.0	1481.0	945.0	210.0	358.0	1886.0	413.0	902.0	451.0	757.0	101.0	528.0	66.0	4462.0	4970.0	8051.0	4712.0	10000.0	4999.0	9221.0	1928.0	5250.0	2247.0
gRNA_107	Akt2	566.0	3759.0	2011.0	642.0	1214.0	489.0	1160.0	1420.0	565.0	225.0	610.0	1083.0	3112.0	454.0	173.0	630.0	1175.0	800.0	632.0	12.0	423.0	1159.0	3897.0	639.0	422.0	172.0	489.0	318.0	105.0	1813.0	1512.0	3328.0	2343.0	1099.0	1267.0	1516.0	2324.0	1864.0	1288.0
gRNA_108	Akt2	761.0	3219.0	2235.0	1958.0	2663.0	1455.0	637.0	1657.0	2199.0	5290.0	3188.0	2833.0	2285.0	474.0	1718.0	757.0	243.0	360.0	7552.0	46.0	173.0	41.0	129.0	716.0	495.0	313.0	33.0	348.0	454.0	2144.0	1369.0	1629.0	1807.0	711.0	2202.0	2552.0	2220.0	2078.0	908.0
gRNA_109	Akt2	2145.0	3302.0	5040.0	2081.0	4649.0	4495.0	2039.0	1865.0	2049.0	3122.0	1524.0	944.0	1958.0	12131.0	4692.0	136.0	2044.0	735.0	4232.0	211.0	45912.0	8242.0	566.0	4298.0	2100.0	636.0	150.0	1180.0	412.0	1663.0	1979.0	3687.0	2120.0	958.0	1765.0	1977.0	3745.0	1826.0	913.0
gRNA_110	Akt2	2746.0	6341.0	7339.0	2297.0	5543.0	3009.0	4410.0	2125.0	6125.0	2871.0	3127.0	3034.0	2299.0	4159.0	1019.0	1788.0	1265.0	5217.0	6897.0	7908.0	1469.0	327.0	3896.0	14518.0	5552.0	33837.0	9794.0	2992.0	124.0	2813.0	2882.0	1815.0	801.0	797.0	3568.0	841.0	5345.0	3546.0	1164.0
gRNA_111	Akt2	799.0	2293.0	966.0	1459.0	1262.0	2207.0	1744.0	782.0	863.0	243.0	5035.0	810.0	150.0	1317.0	114.0	758.0	674.0	2157.0	672.0	698.0	1315.0	271.0	40.0	843.0	591.0	132.0	112.0	625.0	262.0	1541.0	698.0	877.0	1839.0	597.0	1134.0	782.0	1459.0	1223.0	983.0
gRNA_112	Akt2	558.0	1258.0	458.0	1057.0	351.0	684.0	414.0	553.0	1905.0	792.0	1697.0	194.0	22.0	1121.0	60.0	1349.0	50.0	738.0	2294.0	2139.0	18.0	1562.0	773.0	297.0	504.0	389.0	326.0	612.0	8044.0	1043.0	1198.0	1358.0	2091.0	1481.0	1870.0	960.0	438.0	2212.0	1318.0
gRNA_113	Akt2	3606.0	1261.0	2648.0	2737.0	3600.0	1366.0	4071.0	2079.0	1645.0	967.0	1747.0	12605.0	4112.0	8975.0	447.0	4647.0	3038.0	2475.0	2341.0	465.0	274.0	2405.0	170.0	18.0	1150.0	3676.0	4109.0	926.0	151.0	2325.0	3742.0	4117.0	4536.0	653.0	2767.0	2130.0	864.0	1778.0	2001.0
gRNA_114	Akt2	2266.0	277.0	2655.0	2108.0	1634.0	1097.0	2053.0	1159.0	2216.0	2427.0	765.0	3071.0	1474.0	3544.0	1475.0	3793.0	770.0	2779.0	1243.0	1547.0	5795.0	422.0	100.0	3504.0	1504.0	753.0	4412.0	433.0	2114.0	2621.0	2922.0	3271.0	2420.0	1664.0	1854.0	2434.0	2488.0	1878.0	1234.0
gRNA_115	Akt2	556.0	3477.0	1847.0	1371.0	598.0	987.0	974.0	1002.0	568.0	114.0	217.0	1017.0	2394.0	197.0	2253.0	550.0	9.0	488.0	556.0	89.0	426.0	1161.0	1453.0	211.0	421.0	225.0	1286.0	132.0	1159.0	1745.0	2740.0	3894.0	1385.0	1745.0	2086.0	1623.0	1131.0	1577.0	1451.0
gRNA_116	Akt3	989.0	3069.0	1654.0	1862.0	2813.0	2048.0	1273.0	2851.0	1410.0	2181.0	3118.0	726.0	3887.0	1186.0	2279.0	539.0	2682.0	3745.0	5744.0	419.0	541.0	82.0	272.0	680.0	704.0	213.0	417.0	245.0	28.0	1868.0	1195.0	1937.0	2884.0	547.0	2756.0	2374.0	3249.0	766.0	1151.0
gRNA_117	Akt3	6460.0	2716.0	1532.0	1650.0	2630.0	1086.0	3318.0	1299.0	1780.0	1484.0	1026.0	372.0	428.0	492.0	61.0	2265.0	462.0	2889.0	1023.0	159.0	2147.0	235.0	517.0	164.0	474.0	132.0	143.0	23.0	41.0	1484.0	1739.0	1590.0	1272.0	1221.0	1969.0	3061.0	2522.0	5441.0	1011.0
gRNA_118	Akt3	2397.0	8171.0	3107.0	852.0	3024.0	1486.0	4125.0	1528.0	4617.0	1594.0	1438.0	453.0	849.0	2630.0	379.0	750.0	3435.0	547.0	5243.0	2240.0	3501.0	248.0	273.0	2792.0	2804.0	978.0	4691.0	367.0	524.0	2153.0	2278.0	1999.0	2071.0	1427.0	2370.0	4268.0	1064.0	1923.0	1135.0
gRNA_119	Akt3	978.0	911.0	1512.0	1460.0	616.0	562.0	2080.0	525.0	773.0	223.0	507.0	468.0	3092.0	3868.0	1587.0	569.0	23.0	397.0	2811.0	117.0	109.0	13.0	16.0	13.0	626.0	297.0	281.0	22.0	6.0	1871.0	1030.0	742.0	238.0	84.0	636.0	1081.0	152.0	149.0	587.0
gRNA_123	Akt3	1575.0	303.0	1029.0	1754.0	1065.0	1122.0	1015.0	379.0	1873.0	164.0	1184.0	301.0	1011.0	540.0	139.0	282.0	16.0	2147.0	289.0	10.0	95.0	11.0	61.0	151.0	333.0	1314.0	60.0	31.0	8.0	1019.0	966.0	758.0	782.0	172.0	1602.0	300.0	632.0	182.0	762.0
gRNA_124	Akt3	200.0	1373.0	1685.0	2241.0	1079.0	536.0	487.0	1968.0	703.0	23.0	347.0	858.0	2258.0	358.0	433.0	1832.0	3887.0	1174.0	508.0	101.0	218.0	86.0	134.0	470.0	464.0	202.0	2904.0	267.0	138.0	1207.0	867.0	909.0	835.0	428.0	798.0	277.0	675.0	1451.0	770.0
gRNA_125	Akt3	1037.0	2188.0	1252.0	836.0	1578.0	562.0	1195.0	813.0	1308.0	183.0	2623.0	949.0	453.0	317.0	390.0	34.0	1089.0	927.0	2370.0	360.0	26.0	8.0	59.0	14.0	403.0	96.0	1232.0	1366.0	45.0	2085.0	2775.0	2200.0	833.0	608.0	1720.0	977.0	229.0	1097.0	530.0
gRNA_126	Akt3	1196.0	2292.0	2478.0	1196.0	400.0	1447.0	611.0	2983.0	999.0	137.0	881.0	603.0	2394.0	376.0	148.0	348.0	378.0	166.0	3007.0	256.0	66.0	111.0	640.0	114.0	264.0	218.0	41.0	12.0	51.0	1484.0	905.0	891.0	2694.0	1979.0	2143.0	793.0	1585.0	1867.0	825.0
gRNA_127	Akt3	1448.0	2145.0	538.0	331.0	925.0	394.0	993.0	897.0	986.0	2639.0	2232.0	164.0	93.0	331.0	275.0	616.0	876.0	2434.0	296.0	187.0	388.0	242.0	65.0	130.0	1726.0	366.0	551.0	54.0	613.0	782.0	686.0	565.0	1043.0	486.0	877.0	834.0	651.0	409.0	518.0
gRNA_128	Akt3	1140.0	1046.0	1190.0	366.0	851.0	218.0	2605.0	1857.0	1796.0	196.0	626.0	278.0	131.0	527.0	78.0	657.0	277.0	811.0	1614.0	14.0	140.0	62.0	50.0	25.0	642.0	315.0	562.0	329.0	2836.0	2713.0	1469.0	1109.0	800.0	1264.0	589.0	625.0	865.0	886.0	826.0
gRNA_129	Akt3	356.0	541.0	1483.0	1184.0	647.0	1793.0	1630.0	696.0	554.0	1426.0	620.0	465.0	3618.0	3229.0	873.0	2704.0	1702.0	65.0	232.0	46.0	178.0	87.0	290.0	175.0	376.0	160.0	3332.0	327.0	372.0	1294.0	545.0	697.0	941.0	490.0	1536.0	777.0	1310.0	643.0	711.0
gRNA_130	Akt3	265.0	80.0	2.0	245.0	524.0	626.0	245.0	63.0	1155.0	246.0	448.0	515.0	7.0	1.0	70.0	89.0	1.0	0.0	110.0	151.0	176.0	50.0	18.0	8.0	841.0	168.0	60.0	1296.0	44.0	416.0	299.0	260.0	210.0	150.0	911.0	427.0	1209.0	270.0	514.0
gRNA_131	Akt3	636.0	820.0	476.0	606.0	114.0	356.0	26.0	1094.0	240.0	409.0	230.0	172.0	283.0	62.0	382.0	45.0	504.0	260.0	43.0	1390.0	157.0	10.0	10.0	156.0	683.0	147.0	3.0	3.0	712.0	194.0	215.0	551.0	47.0	49.0	806.0	134.0	448.0	152.0	366.0
gRNA_132	Akt3	742.0	303.0	1146.0	793.0	860.0	3463.0	1030.0	378.0	625.0	2745.0	161.0	23.0	274.0	241.0	10.0	416.0	657.0	274.0	1892.0	37.0	7.0	59.0	26.0	9.0	11.0	33.0	4.0	67.0	11338.0	1141.0	739.0	380.0	70.0	190.0	952.0	146.0	1222.0	348.0	684.0
gRNA_133	Akt3	4122.0	2665.0	1671.0	1375.0	1782.0	664.0	1802.0	1255.0	697.0	2413.0	1428.0	536.0	3011.0	1658.0	168.0	3911.0	744.0	971.0	1287.0	477.0	86.0	204.0	3124.0	13070.0	323.0	55734.0	3665.0	722.0	101.0	2507.0	2166.0	1657.0	727.0	1847.0	1655.0	1673.0	6672.0	2121.0	799.0
gRNA_134	Akt3	513.0	295.0	2110.0	772.0	122.0	118.0	946.0	152.0	65.0	4.0	242.0	77.0	233.0	32.0	3171.0	3458.0	18.0	37.0	801.0	72.0	2.0	5.0	106.0	10.0	600.0	119.0	7.0	1.0	29.0	363.0	320.0	143.0	23.0	257.0	543.0	34.0	785.0	285.0	383.0
gRNA_135	Alb	742.0	515.0	1286.0	869.0	382.0	88.0	1401.0	186.0	748.0	771.0	151.0	161.0	8.0	739.0	5.0	261.0	80.0	616.0	803.0	75.0	249.0	39.0	84.0	19.0	846.0	4309.0	246.0	122.0	127.0	939.0	946.0	726.0	1612.0	189.0	500.0	2101.0	722.0	785.0	768.0
gRNA_136	Alk	2666.0	758.0	987.0	1495.0	1223.0	344.0	1231.0	615.0	1788.0	847.0	1721.0	145.0	1612.0	256.0	862.0	4373.0	30.0	90.0	3298.0	153.0	93760.0	5048.0	470.0	885.0	385.0	208.0	85.0	1308.0	93.0	523.0	899.0	1080.0	663.0	431.0	717.0	1140.0	448.0	511.0	627.0
gRNA_137	Alk	597.0	1940.0	1013.0	557.0	146.0	2240.0	2173.0	322.0	943.0	145.0	490.0	220.0	2246.0	94.0	4142.0	830.0	185.0	305.0	131.0	11.0	77.0	50.0	34.0	19.0	1619.0	476.0	55.0	723.0	25.0	848.0	1755.0	867.0	151.0	186.0	747.0	438.0	210.0	437.0	513.0
gRNA_138	Alk	361.0	4015.0	1421.0	1709.0	3504.0	967.0	1314.0	939.0	595.0	496.0	986.0	244.0	577.0	671.0	1278.0	1422.0	264.0	932.0	682.0	15.0	95.0	14.0	401.0	110.0	518.0	132.0	1907.0	435.0	32.0	968.0	726.0	1221.0	687.0	223.0	1093.0	718.0	1149.0	518.0	1082.0
gRNA_139	Alk	522.0	1000.0	1923.0	883.0	845.0	468.0	681.0	601.0	789.0	835.0	1191.0	449.0	265.0	16.0	708.0	1293.0	110.0	1420.0	2239.0	15.0	19.0	259.0	2016.0	124.0	282.0	116.0	40.0	23652.0	914.0	1141.0	1396.0	1993.0	455.0	817.0	647.0	1519.0	1383.0	955.0	1105.0
gRNA_140	Alk	12316.0	1451.0	5739.0	2089.0	4033.0	3150.0	478.0	3467.0	2967.0	3779.0	5857.0	311.0	5304.0	3007.0	940.0	4265.0	891.0	347.0	1474.0	570.0	185.0	11820.0	1335.0	463.0	239.0	740.0	2612.0	3730.0	573.0	2373.0	2201.0	4281.0	2826.0	1411.0	2736.0	2081.0	3478.0	3386.0	1528.0
gRNA_141	Alk	1130.0	2072.0	2465.0	1572.0	1285.0	1743.0	1548.0	1113.0	2312.0	738.0	631.0	2353.0	1633.0	1322.0	47.0	3130.0	714.0	1755.0	834.0	110.0	11.0	17.0	1258.0	174.0	412.0	112.0	103.0	9356.0	325.0	1977.0	1392.0	894.0	499.0	514.0	1386.0	706.0	1880.0	2657.0	1044.0
gRNA_142	Alk	999.0	451.0	2134.0	424.0	1571.0	1522.0	1970.0	1605.0	930.0	735.0	272.0	1014.0	815.0	37.0	2056.0	771.0	2796.0	342.0	3553.0	216.0	984.0	196.0	191.0	199.0	891.0	630.0	361.0	42.0	8680.0	1036.0	923.0	878.0	326.0	188.0	808.0	617.0	358.0	928.0	1016.0
gRNA_143	Alk	943.0	680.0	394.0	1052.0	216.0	240.0	301.0	156.0	167.0	287.0	652.0	643.0	1216.0	520.0	9.0	717.0	4.0	84.0	604.0	135.0	5.0	93.0	150.0	6.0	512.0	386.0	112.0	26.0	24.0	125.0	673.0	244.0	126.0	1317.0	349.0	520.0	797.0	244.0	132.0
gRNA_144	Alk	2898.0	967.0	1435.0	1961.0	2464.0	2172.0	986.0	1422.0	1214.0	315.0	185.0	993.0	901.0	1692.0	2755.0	485.0	1775.0	134.0	967.0	161.0	473.0	1442.0	2048.0	192.0	9631.0	3247.0	161.0	27.0	103.0	668.0	1497.0	2777.0	4174.0	1711.0	3289.0	5990.0	2827.0	1803.0	1645.0
gRNA_145	Alk	1549.0	2989.0	2736.0	2951.0	2278.0	2248.0	1989.0	927.0	1272.0	2498.0	2709.0	657.0	4271.0	450.0	932.0	12979.0	2402.0	2596.0	544.0	138.0	34.0	4955.0	3237.0	479.0	868.0	383.0	111.0	22.0	149.0	2533.0	1712.0	2467.0	5636.0	8270.0	2732.0	4498.0	2830.0	2642.0	977.0
gRNA_146	Alk	849.0	1436.0	2893.0	1192.0	1233.0	2045.0	610.0	1854.0	552.0	1975.0	1623.0	552.0	1148.0	1697.0	511.0	3218.0	958.0	840.0	324.0	99.0	91.0	236.0	1201.0	610.0	493.0	255.0	2461.0	259.0	21.0	3712.0	2964.0	2958.0	2289.0	2009.0	1323.0	2358.0	540.0	1023.0	1261.0
gRNA_147	Alk	6857.0	4725.0	1523.0	2347.0	3022.0	2159.0	2208.0	3400.0	1488.0	3536.0	1930.0	1668.0	6806.0	7794.0	3597.0	1845.0	3631.0	1229.0	1817.0	474.0	298.0	50.0	18.0	48.0	728.0	2687.0	663.0	61.0	227.0	2106.0	3121.0	5750.0	3418.0	1387.0	1701.0	2274.0	1584.0	2897.0	1783.0
gRNA_148	Alk	3518.0	935.0	2322.0	641.0	1650.0	1806.0	2897.0	1191.0	1152.0	1970.0	289.0	1051.0	2238.0	4368.0	3009.0	2071.0	1506.0	2383.0	1268.0	58.0	99.0	242.0	362.0	89.0	343.0	1488.0	4891.0	7157.0	240.0	702.0	1311.0	1404.0	1763.0	1081.0	1527.0	996.0	733.0	1428.0	1274.0
gRNA_149	Alk	1174.0	1046.0	867.0	232.0	2190.0	1369.0	1356.0	3547.0	1572.0	506.0	292.0	54.0	494.0	2761.0	318.0	1623.0	14925.0	2621.0	360.0	87.0	54.0	92.0	2581.0	353.0	80.0	1898.0	18080.0	16126.0	468.0	852.0	801.0	571.0	121.0	964.0	1700.0	159.0	823.0	363.0	875.0
gRNA_150	Alk	887.0	1141.0	959.0	823.0	2886.0	1692.0	4467.0	5230.0	4792.0	2595.0	1258.0	684.0	2207.0	1622.0	3614.0	3247.0	1599.0	4080.0	2252.0	830.0	124.0	63.0	55.0	48.0	327.0	36133.0	2442.0	120.0	57.0	2033.0	1585.0	1138.0	1294.0	1470.0	879.0	651.0	1668.0	1395.0	1123.0
gRNA_151	Alk	380.0	231.0	133.0	771.0	1226.0	506.0	2165.0	164.0	580.0	30.0	227.0	187.0	2750.0	58.0	403.0	150.0	241.0	847.0	568.0	280.0	305.0	73.0	155.0	332.0	1169.0	2705.0	899.0	80.0	15.0	680.0	1201.0	2975.0	1507.0	205.0	2015.0	1334.0	483.0	1284.0	661.0
gRNA_152	Alk	2822.0	988.0	383.0	3343.0	1334.0	655.0	736.0	1535.0	540.0	3318.0	621.0	602.0	4914.0	773.0	36.0	2837.0	605.0	1056.0	160.0	223.0	9.0	2.0	317.0	238.0	537.0	166.0	7.0	4.0	1112.0	414.0	961.0	962.0	822.0	1559.0	1476.0	1069.0	37.0	95.0	580.0
gRNA_153	Alk	1487.0	2590.0	939.0	1651.0	2893.0	417.0	1038.0	411.0	1608.0	284.0	1602.0	646.0	919.0	441.0	270.0	131.0	206.0	282.0	344.0	57.0	392.0	89.0	10739.0	699.0	726.0	255.0	25.0	273.0	6271.0	2078.0	1100.0	467.0	414.0	295.0	732.0	615.0	158.0	826.0	781.0
gRNA_154	Alk	725.0	1423.0	3333.0	1484.0	491.0	3420.0	1425.0	798.0	801.0	1766.0	890.0	1025.0	1774.0	415.0	551.0	1700.0	369.0	3578.0	3813.0	51.0	641.0	1290.0	780.0	88.0	84.0	184.0	71.0	4258.0	160.0	527.0	837.0	822.0	753.0	208.0	1274.0	916.0	511.0	1162.0	881.0
gRNA_155	Alk	5268.0	2866.0	2122.0	2845.0	6526.0	2565.0	2120.0	1737.0	5656.0	1080.0	3597.0	3179.0	3294.0	386.0	1882.0	1576.0	1362.0	1520.0	2705.0	270.0	1618.0	314.0	1076.0	1838.0	619.0	1292.0	4289.0	606.0	73.0	1339.0	1774.0	2691.0	2624.0	4600.0	2293.0	2364.0	1035.0	2623.0	1445.0
gRNA_156	Alk	1441.0	1207.0	1145.0	900.0	2324.0	803.0	1308.0	1950.0	733.0	1174.0	2807.0	440.0	2751.0	7955.0	92.0	767.0	790.0	2310.0	2568.0	878.0	84.0	92.0	13232.0	896.0	883.0	13028.0	846.0	7964.0	5037.0	713.0	1584.0	1987.0	1812.0	2462.0	751.0	1190.0	1317.0	1936.0	1289.0
